step,time_s,gradient_descent_only_H,sis_elp_H,pi_elp_H
72496,7.2496e-07,-2384.0,-2428.0,-2380.0
72497,7.2497e-07,-2384.0,-2428.0,-2380.0
72498,7.249799999999999e-07,-2384.0,-2428.0,-2380.0
72499,7.2499e-07,-2384.0,-2428.0,-2380.0
72500,7.249999999999999e-07,-2384.0,-2428.0,-2380.0
72501,7.2501e-07,-2384.0,-2428.0,-2380.0
72502,7.2502e-07,-2384.0,-2428.0,-2380.0
72503,7.250299999999999e-07,-2384.0,-2428.0,-2380.0
72504,7.2504e-07,-2384.0,-2428.0,-2380.0
72505,7.250499999999999e-07,-2384.0,-2428.0,-2380.0
72506,7.2506e-07,-2384.0,-2428.0,-2380.0
72507,7.2507e-07,-2384.0,-2428.0,-2380.0
72508,7.250799999999999e-07,-2384.0,-2428.0,-2380.0
72509,7.2509e-07,-2384.0,-2428.0,-2380.0
72510,7.251e-07,-2384.0,-2428.0,-2380.0
72511,7.251099999999999e-07,-2384.0,-2428.0,-2380.0
72512,7.2512e-07,-2384.0,-2428.0,-2380.0
72513,7.251299999999999e-07,-2384.0,-2428.0,-2380.0
72514,7.2514e-07,-2384.0,-2428.0,-2380.0
72515,7.2515e-07,-2384.0,-2428.0,-2380.0
72516,7.251599999999999e-07,-2384.0,-2428.0,-2380.0
72517,7.2517e-07,-2384.0,-2428.0,-2380.0
72518,7.251799999999999e-07,-2384.0,-2428.0,-2380.0
72519,7.2519e-07,-2384.0,-2428.0,-2380.0
72520,7.252e-07,-2384.0,-2428.0,-2380.0
72521,7.252099999999999e-07,-2384.0,-2428.0,-2380.0
72522,7.2522e-07,-2384.0,-2428.0,-2380.0
72523,7.252299999999999e-07,-2384.0,-2428.0,-2380.0
72524,7.2524e-07,-2384.0,-2428.0,-2380.0
72525,7.2525e-07,-2384.0,-2428.0,-2380.0
72526,7.252599999999999e-07,-2384.0,-2428.0,-2380.0
72527,7.2527e-07,-2384.0,-2428.0,-2380.0
72528,7.252799999999999e-07,-2384.0,-2428.0,-2380.0
72529,7.2529e-07,-2384.0,-2428.0,-2380.0
72530,7.253e-07,-2384.0,-2428.0,-2380.0
72531,7.253099999999999e-07,-2384.0,-2428.0,-2380.0
72532,7.2532e-07,-2384.0,-2428.0,-2380.0
72533,7.253299999999999e-07,-2384.0,-2428.0,-2380.0
72534,7.2534e-07,-2384.0,-2428.0,-2380.0
72535,7.2535e-07,-2384.0,-2428.0,-2380.0
72536,7.253599999999999e-07,-2384.0,-2428.0,-2380.0
72537,7.2537e-07,-2384.0,-2428.0,-2380.0
72538,7.2538e-07,-2384.0,-2428.0,-2380.0
72539,7.253899999999999e-07,-2384.0,-2428.0,-2380.0
72540,7.254e-07,-2384.0,-2428.0,-2380.0
72541,7.254099999999999e-07,-2384.0,-2428.0,-2380.0
72542,7.2542e-07,-2384.0,-2428.0,-2380.0
72543,7.2543e-07,-2384.0,-2428.0,-2380.0
72544,7.254399999999999e-07,-2384.0,-2428.0,-2380.0
72545,7.2545e-07,-2384.0,-2428.0,-2380.0
72546,7.254599999999999e-07,-2384.0,-2428.0,-2380.0
72547,7.2547e-07,-2384.0,-2428.0,-2380.0
72548,7.2548e-07,-2384.0,-2428.0,-2380.0
72549,7.254899999999999e-07,-2384.0,-2428.0,-2380.0
72550,7.255e-07,-2384.0,-2428.0,-2380.0
72551,7.255099999999999e-07,-2384.0,-2428.0,-2380.0
72552,7.2552e-07,-2384.0,-2428.0,-2380.0
72553,7.2553e-07,-2384.0,-2428.0,-2380.0
72554,7.255399999999999e-07,-2384.0,-2428.0,-2380.0
72555,7.2555e-07,-2384.0,-2428.0,-2380.0
72556,7.255599999999999e-07,-2384.0,-2428.0,-2380.0
72557,7.2557e-07,-2384.0,-2428.0,-2380.0
72558,7.2558e-07,-2384.0,-2428.0,-2380.0
72559,7.255899999999999e-07,-2384.0,-2428.0,-2380.0
72560,7.256e-07,-2384.0,-2428.0,-2380.0
72561,7.256099999999999e-07,-2384.0,-2428.0,-2380.0
72562,7.2562e-07,-2384.0,-2428.0,-2380.0
72563,7.2563e-07,-2384.0,-2428.0,-2380.0
72564,7.256399999999999e-07,-2384.0,-2428.0,-2380.0
72565,7.2565e-07,-2384.0,-2428.0,-2380.0
72566,7.2566e-07,-2384.0,-2428.0,-2380.0
72567,7.256699999999999e-07,-2384.0,-2428.0,-2380.0
72568,7.2568e-07,-2384.0,-2428.0,-2380.0
72569,7.256899999999999e-07,-2384.0,-2428.0,-2380.0
72570,7.257e-07,-2384.0,-2428.0,-2380.0
72571,7.2571e-07,-2384.0,-2428.0,-2380.0
72572,7.257199999999999e-07,-2384.0,-2428.0,-2380.0
72573,7.2573e-07,-2384.0,-2428.0,-2380.0
72574,7.257399999999999e-07,-2384.0,-2428.0,-2380.0
72575,7.2575e-07,-2384.0,-2428.0,-2380.0
72576,7.2576e-07,-2384.0,-2428.0,-2380.0
72577,7.257699999999999e-07,-2384.0,-2428.0,-2380.0
72578,7.2578e-07,-2384.0,-2428.0,-2380.0
72579,7.257899999999999e-07,-2384.0,-2428.0,-2380.0
72580,7.258e-07,-2384.0,-2428.0,-2380.0
72581,7.2581e-07,-2384.0,-2428.0,-2380.0
72582,7.258199999999999e-07,-2384.0,-2428.0,-2380.0
72583,7.2583e-07,-2384.0,-2428.0,-2380.0
72584,7.258399999999999e-07,-2384.0,-2428.0,-2380.0
72585,7.2585e-07,-2384.0,-2428.0,-2380.0
72586,7.2586e-07,-2384.0,-2428.0,-2380.0
72587,7.258699999999999e-07,-2384.0,-2428.0,-2380.0
72588,7.2588e-07,-2384.0,-2428.0,-2380.0
72589,7.258899999999999e-07,-2384.0,-2428.0,-2380.0
72590,7.259e-07,-2384.0,-2428.0,-2380.0
72591,7.2591e-07,-2384.0,-2428.0,-2380.0
72592,7.259199999999999e-07,-2384.0,-2428.0,-2380.0
72593,7.2593e-07,-2384.0,-2428.0,-2380.0
72594,7.2594e-07,-2384.0,-2428.0,-2380.0
72595,7.259499999999999e-07,-2384.0,-2428.0,-2380.0
72596,7.2596e-07,-2384.0,-2428.0,-2380.0
72597,7.259699999999999e-07,-2384.0,-2428.0,-2380.0
72598,7.2598e-07,-2384.0,-2428.0,-2380.0
72599,7.2599e-07,-2384.0,-2428.0,-2380.0
72600,7.259999999999999e-07,-2384.0,-2428.0,-2380.0
72601,7.2601e-07,-2384.0,-2428.0,-2380.0
72602,7.260199999999999e-07,-2384.0,-2428.0,-2380.0
72603,7.2603e-07,-2384.0,-2428.0,-2380.0
72604,7.2604e-07,-2384.0,-2428.0,-2380.0
72605,7.260499999999999e-07,-2384.0,-2428.0,-2380.0
72606,7.2606e-07,-2384.0,-2428.0,-2380.0
72607,7.260699999999999e-07,-2384.0,-2428.0,-2380.0
72608,7.2608e-07,-2384.0,-2428.0,-2380.0
72609,7.2609e-07,-2384.0,-2428.0,-2380.0
72610,7.260999999999999e-07,-2384.0,-2428.0,-2380.0
72611,7.2611e-07,-2384.0,-2428.0,-2380.0
72612,7.261199999999999e-07,-2384.0,-2428.0,-2380.0
72613,7.2613e-07,-2384.0,-2428.0,-2380.0
72614,7.2614e-07,-2384.0,-2428.0,-2380.0
72615,7.261499999999999e-07,-2384.0,-2428.0,-2380.0
72616,7.2616e-07,-2384.0,-2428.0,-2380.0
72617,7.261699999999999e-07,-2384.0,-2428.0,-2380.0
72618,7.2618e-07,-2384.0,-2428.0,-2380.0
72619,7.2619e-07,-2384.0,-2428.0,-2380.0
72620,7.261999999999999e-07,-2384.0,-2428.0,-2380.0
72621,7.2621e-07,-2384.0,-2428.0,-2380.0
72622,7.2622e-07,-2384.0,-2428.0,-2380.0
72623,7.262299999999999e-07,-2384.0,-2428.0,-2380.0
72624,7.2624e-07,-2384.0,-2428.0,-2380.0
72625,7.262499999999999e-07,-2384.0,-2428.0,-2380.0
72626,7.2626e-07,-2384.0,-2428.0,-2380.0
72627,7.2627e-07,-2384.0,-2428.0,-2380.0
72628,7.262799999999999e-07,-2384.0,-2428.0,-2380.0
72629,7.2629e-07,-2384.0,-2428.0,-2380.0
72630,7.262999999999999e-07,-2384.0,-2428.0,-2380.0
72631,7.2631e-07,-2384.0,-2428.0,-2380.0
72632,7.2632e-07,-2384.0,-2428.0,-2380.0
72633,7.263299999999999e-07,-2384.0,-2428.0,-2380.0
72634,7.2634e-07,-2384.0,-2428.0,-2380.0
72635,7.263499999999999e-07,-2384.0,-2428.0,-2380.0
72636,7.2636e-07,-2384.0,-2428.0,-2380.0
72637,7.2637e-07,-2384.0,-2428.0,-2380.0
72638,7.263799999999999e-07,-2384.0,-2428.0,-2380.0
72639,7.2639e-07,-2384.0,-2428.0,-2380.0
72640,7.263999999999999e-07,-2384.0,-2428.0,-2380.0
72641,7.2641e-07,-2384.0,-2428.0,-2380.0
72642,7.2642e-07,-2384.0,-2428.0,-2380.0
72643,7.264299999999999e-07,-2384.0,-2428.0,-2380.0
72644,7.2644e-07,-2384.0,-2428.0,-2380.0
72645,7.264499999999999e-07,-2384.0,-2428.0,-2380.0
72646,7.2646e-07,-2384.0,-2428.0,-2380.0
72647,7.2647e-07,-2384.0,-2428.0,-2380.0
72648,7.264799999999999e-07,-2384.0,-2428.0,-2380.0
72649,7.2649e-07,-2384.0,-2428.0,-2380.0
72650,7.265e-07,-2384.0,-2428.0,-2380.0
72651,7.265099999999999e-07,-2384.0,-2428.0,-2380.0
72652,7.2652e-07,-2384.0,-2428.0,-2380.0
72653,7.265299999999999e-07,-2384.0,-2428.0,-2380.0
72654,7.2654e-07,-2384.0,-2428.0,-2380.0
72655,7.2655e-07,-2384.0,-2428.0,-2380.0
72656,7.265599999999999e-07,-2384.0,-2428.0,-2380.0
72657,7.2657e-07,-2384.0,-2428.0,-2380.0
72658,7.265799999999999e-07,-2384.0,-2428.0,-2380.0
72659,7.2659e-07,-2384.0,-2428.0,-2380.0
72660,7.266e-07,-2384.0,-2428.0,-2380.0
72661,7.266099999999999e-07,-2384.0,-2428.0,-2380.0
72662,7.2662e-07,-2384.0,-2428.0,-2380.0
72663,7.266299999999999e-07,-2384.0,-2428.0,-2380.0
72664,7.2664e-07,-2384.0,-2428.0,-2380.0
72665,7.2665e-07,-2384.0,-2428.0,-2380.0
72666,7.266599999999999e-07,-2384.0,-2428.0,-2380.0
72667,7.2667e-07,-2384.0,-2428.0,-2380.0
72668,7.266799999999999e-07,-2384.0,-2428.0,-2380.0
72669,7.2669e-07,-2384.0,-2428.0,-2380.0
72670,7.267e-07,-2384.0,-2428.0,-2380.0
72671,7.267099999999999e-07,-2384.0,-2428.0,-2380.0
72672,7.2672e-07,-2384.0,-2428.0,-2380.0
72673,7.267299999999999e-07,-2384.0,-2428.0,-2380.0
72674,7.2674e-07,-2384.0,-2428.0,-2380.0
72675,7.2675e-07,-2384.0,-2428.0,-2380.0
72676,7.267599999999999e-07,-2384.0,-2428.0,-2380.0
72677,7.2677e-07,-2384.0,-2428.0,-2380.0
72678,7.2678e-07,-2384.0,-2428.0,-2380.0
72679,7.267899999999999e-07,-2384.0,-2428.0,-2380.0
72680,7.268e-07,-2384.0,-2428.0,-2380.0
72681,7.268099999999999e-07,-2384.0,-2428.0,-2380.0
72682,7.2682e-07,-2384.0,-2428.0,-2380.0
72683,7.2683e-07,-2384.0,-2428.0,-2380.0
72684,7.268399999999999e-07,-2384.0,-2428.0,-2380.0
72685,7.2685e-07,-2384.0,-2428.0,-2380.0
72686,7.268599999999999e-07,-2384.0,-2428.0,-2380.0
72687,7.2687e-07,-2384.0,-2428.0,-2380.0
72688,7.2688e-07,-2384.0,-2428.0,-2380.0
72689,7.268899999999999e-07,-2384.0,-2428.0,-2380.0
72690,7.269e-07,-2384.0,-2428.0,-2380.0
72691,7.269099999999999e-07,-2384.0,-2428.0,-2380.0
72692,7.2692e-07,-2384.0,-2428.0,-2380.0
72693,7.2693e-07,-2384.0,-2428.0,-2380.0
72694,7.269399999999999e-07,-2384.0,-2428.0,-2380.0
72695,7.2695e-07,-2384.0,-2428.0,-2380.0
72696,7.269599999999999e-07,-2384.0,-2428.0,-2380.0
72697,7.2697e-07,-2384.0,-2428.0,-2380.0
72698,7.2698e-07,-2384.0,-2428.0,-2380.0
72699,7.269899999999999e-07,-2384.0,-2428.0,-2380.0
72700,7.27e-07,-2384.0,-2428.0,-2380.0
72701,7.270099999999999e-07,-2384.0,-2428.0,-2380.0
72702,7.2702e-07,-2384.0,-2428.0,-2380.0
72703,7.2703e-07,-2384.0,-2428.0,-2380.0
72704,7.270399999999999e-07,-2384.0,-2428.0,-2380.0
72705,7.2705e-07,-2384.0,-2428.0,-2380.0
72706,7.2706e-07,-2384.0,-2428.0,-2380.0
72707,7.270699999999999e-07,-2384.0,-2428.0,-2380.0
72708,7.2708e-07,-2384.0,-2428.0,-2380.0
72709,7.270899999999999e-07,-2384.0,-2428.0,-2380.0
72710,7.271e-07,-2384.0,-2428.0,-2380.0
72711,7.2711e-07,-2384.0,-2428.0,-2380.0
72712,7.271199999999999e-07,-2384.0,-2428.0,-2380.0
72713,7.2713e-07,-2384.0,-2428.0,-2380.0
72714,7.271399999999999e-07,-2384.0,-2428.0,-2380.0
72715,7.2715e-07,-2384.0,-2428.0,-2380.0
72716,7.2716e-07,-2384.0,-2428.0,-2380.0
72717,7.271699999999999e-07,-2384.0,-2428.0,-2380.0
72718,7.2718e-07,-2384.0,-2428.0,-2380.0
72719,7.271899999999999e-07,-2384.0,-2428.0,-2380.0
72720,7.272e-07,-2384.0,-2428.0,-2380.0
72721,7.2721e-07,-2384.0,-2428.0,-2380.0
72722,7.272199999999999e-07,-2384.0,-2428.0,-2380.0
72723,7.2723e-07,-2384.0,-2428.0,-2380.0
72724,7.272399999999999e-07,-2384.0,-2428.0,-2380.0
72725,7.2725e-07,-2384.0,-2428.0,-2380.0
72726,7.2726e-07,-2384.0,-2428.0,-2380.0
72727,7.272699999999999e-07,-2384.0,-2428.0,-2380.0
72728,7.2728e-07,-2384.0,-2428.0,-2380.0
72729,7.272899999999999e-07,-2384.0,-2428.0,-2380.0
72730,7.273e-07,-2384.0,-2428.0,-2380.0
72731,7.2731e-07,-2384.0,-2428.0,-2380.0
72732,7.273199999999999e-07,-2384.0,-2428.0,-2380.0
72733,7.2733e-07,-2384.0,-2428.0,-2380.0
72734,7.2734e-07,-2384.0,-2428.0,-2380.0
72735,7.273499999999999e-07,-2384.0,-2428.0,-2380.0
72736,7.2736e-07,-2384.0,-2428.0,-2380.0
72737,7.273699999999999e-07,-2384.0,-2428.0,-2380.0
72738,7.2738e-07,-2384.0,-2428.0,-2380.0
72739,7.2739e-07,-2384.0,-2428.0,-2380.0
72740,7.273999999999999e-07,-2384.0,-2428.0,-2380.0
72741,7.2741e-07,-2384.0,-2428.0,-2380.0
72742,7.274199999999999e-07,-2384.0,-2428.0,-2380.0
72743,7.2743e-07,-2384.0,-2428.0,-2380.0
72744,7.2744e-07,-2384.0,-2428.0,-2380.0
72745,7.274499999999999e-07,-2384.0,-2428.0,-2380.0
72746,7.2746e-07,-2384.0,-2428.0,-2380.0
72747,7.274699999999999e-07,-2384.0,-2428.0,-2380.0
72748,7.2748e-07,-2384.0,-2428.0,-2380.0
72749,7.2749e-07,-2384.0,-2428.0,-2380.0
72750,7.274999999999999e-07,-2384.0,-2428.0,-2380.0
72751,7.2751e-07,-2384.0,-2428.0,-2380.0
72752,7.275199999999999e-07,-2384.0,-2428.0,-2380.0
72753,7.2753e-07,-2384.0,-2428.0,-2380.0
72754,7.2754e-07,-2384.0,-2428.0,-2380.0
72755,7.275499999999999e-07,-2384.0,-2428.0,-2380.0
72756,7.2756e-07,-2384.0,-2428.0,-2380.0
72757,7.275699999999999e-07,-2384.0,-2428.0,-2380.0
72758,7.2758e-07,-2384.0,-2428.0,-2380.0
72759,7.2759e-07,-2384.0,-2428.0,-2380.0
72760,7.275999999999999e-07,-2384.0,-2428.0,-2380.0
72761,7.2761e-07,-2384.0,-2428.0,-2380.0
72762,7.2762e-07,-2384.0,-2428.0,-2380.0
72763,7.276299999999999e-07,-2384.0,-2428.0,-2380.0
72764,7.2764e-07,-2384.0,-2428.0,-2380.0
72765,7.276499999999999e-07,-2384.0,-2428.0,-2380.0
72766,7.2766e-07,-2384.0,-2428.0,-2380.0
72767,7.2767e-07,-2384.0,-2428.0,-2380.0
72768,7.276799999999999e-07,-2384.0,-2428.0,-2380.0
72769,7.2769e-07,-2384.0,-2428.0,-2380.0
72770,7.276999999999999e-07,-2384.0,-2428.0,-2380.0
72771,7.2771e-07,-2384.0,-2428.0,-2380.0
72772,7.2772e-07,-2384.0,-2428.0,-2380.0
72773,7.277299999999999e-07,-2384.0,-2428.0,-2380.0
72774,7.2774e-07,-2384.0,-2428.0,-2380.0
72775,7.277499999999999e-07,-2384.0,-2428.0,-2380.0
72776,7.2776e-07,-2384.0,-2428.0,-2380.0
72777,7.2777e-07,-2384.0,-2428.0,-2380.0
72778,7.277799999999999e-07,-2384.0,-2428.0,-2380.0
72779,7.2779e-07,-2384.0,-2428.0,-2380.0
72780,7.277999999999999e-07,-2384.0,-2428.0,-2380.0
72781,7.2781e-07,-2384.0,-2428.0,-2380.0
72782,7.2782e-07,-2384.0,-2428.0,-2380.0
72783,7.278299999999999e-07,-2384.0,-2428.0,-2380.0
72784,7.2784e-07,-2384.0,-2428.0,-2380.0
72785,7.278499999999999e-07,-2384.0,-2428.0,-2380.0
72786,7.2786e-07,-2384.0,-2428.0,-2380.0
72787,7.2787e-07,-2384.0,-2428.0,-2380.0
72788,7.278799999999999e-07,-2384.0,-2428.0,-2380.0
72789,7.2789e-07,-2384.0,-2428.0,-2380.0
72790,7.279e-07,-2384.0,-2428.0,-2380.0
72791,7.279099999999999e-07,-2384.0,-2428.0,-2380.0
72792,7.2792e-07,-2384.0,-2428.0,-2380.0
72793,7.279299999999999e-07,-2384.0,-2428.0,-2380.0
72794,7.2794e-07,-2384.0,-2428.0,-2380.0
72795,7.2795e-07,-2384.0,-2428.0,-2380.0
72796,7.279599999999999e-07,-2384.0,-2428.0,-2380.0
72797,7.2797e-07,-2384.0,-2428.0,-2380.0
72798,7.279799999999999e-07,-2384.0,-2428.0,-2380.0
72799,7.2799e-07,-2384.0,-2428.0,-2380.0
72800,7.28e-07,-2384.0,-2428.0,-2380.0
72801,7.280099999999999e-07,-2384.0,-2428.0,-2380.0
72802,7.2802e-07,-2384.0,-2428.0,-2380.0
72803,7.280299999999999e-07,-2384.0,-2428.0,-2380.0
72804,7.2804e-07,-2384.0,-2428.0,-2380.0
72805,7.2805e-07,-2384.0,-2428.0,-2380.0
72806,7.280599999999999e-07,-2384.0,-2428.0,-2380.0
72807,7.2807e-07,-2384.0,-2428.0,-2380.0
72808,7.280799999999999e-07,-2384.0,-2428.0,-2380.0
72809,7.2809e-07,-2384.0,-2428.0,-2380.0
72810,7.281e-07,-2384.0,-2428.0,-2380.0
72811,7.281099999999999e-07,-2384.0,-2428.0,-2380.0
72812,7.2812e-07,-2384.0,-2428.0,-2380.0
72813,7.281299999999999e-07,-2384.0,-2428.0,-2380.0
72814,7.2814e-07,-2384.0,-2428.0,-2380.0
72815,7.2815e-07,-2384.0,-2428.0,-2380.0
72816,7.281599999999999e-07,-2384.0,-2428.0,-2380.0
72817,7.2817e-07,-2384.0,-2428.0,-2380.0
72818,7.2818e-07,-2384.0,-2428.0,-2380.0
72819,7.281899999999999e-07,-2384.0,-2428.0,-2380.0
72820,7.282e-07,-2384.0,-2428.0,-2380.0
72821,7.282099999999999e-07,-2384.0,-2428.0,-2380.0
72822,7.2822e-07,-2384.0,-2428.0,-2380.0
72823,7.2823e-07,-2384.0,-2428.0,-2380.0
72824,7.282399999999999e-07,-2384.0,-2428.0,-2380.0
72825,7.2825e-07,-2384.0,-2428.0,-2380.0
72826,7.282599999999999e-07,-2384.0,-2428.0,-2380.0
72827,7.2827e-07,-2384.0,-2428.0,-2380.0
72828,7.2828e-07,-2384.0,-2428.0,-2380.0
72829,7.282899999999999e-07,-2384.0,-2428.0,-2380.0
72830,7.283e-07,-2384.0,-2428.0,-2380.0
72831,7.283099999999999e-07,-2384.0,-2428.0,-2380.0
72832,7.2832e-07,-2384.0,-2428.0,-2380.0
72833,7.2833e-07,-2384.0,-2428.0,-2380.0
72834,7.283399999999999e-07,-2384.0,-2428.0,-2380.0
72835,7.2835e-07,-2384.0,-2428.0,-2380.0
72836,7.283599999999999e-07,-2384.0,-2428.0,-2380.0
72837,7.2837e-07,-2384.0,-2428.0,-2380.0
72838,7.2838e-07,-2384.0,-2428.0,-2380.0
72839,7.283899999999999e-07,-2384.0,-2428.0,-2380.0
72840,7.284e-07,-2384.0,-2428.0,-2380.0
72841,7.284099999999999e-07,-2384.0,-2428.0,-2380.0
72842,7.2842e-07,-2384.0,-2428.0,-2380.0
72843,7.2843e-07,-2384.0,-2428.0,-2380.0
72844,7.284399999999999e-07,-2384.0,-2428.0,-2380.0
72845,7.2845e-07,-2384.0,-2428.0,-2380.0
72846,7.2846e-07,-2384.0,-2428.0,-2380.0
72847,7.284699999999999e-07,-2384.0,-2428.0,-2380.0
72848,7.2848e-07,-2384.0,-2428.0,-2380.0
72849,7.284899999999999e-07,-2384.0,-2428.0,-2380.0
72850,7.285e-07,-2384.0,-2428.0,-2380.0
72851,7.2851e-07,-2384.0,-2428.0,-2380.0
72852,7.285199999999999e-07,-2384.0,-2428.0,-2380.0
72853,7.2853e-07,-2384.0,-2428.0,-2380.0
72854,7.285399999999999e-07,-2384.0,-2428.0,-2380.0
72855,7.2855e-07,-2384.0,-2428.0,-2380.0
72856,7.2856e-07,-2384.0,-2428.0,-2380.0
72857,7.285699999999999e-07,-2384.0,-2428.0,-2380.0
72858,7.2858e-07,-2384.0,-2428.0,-2380.0
72859,7.285899999999999e-07,-2384.0,-2428.0,-2380.0
72860,7.286e-07,-2384.0,-2428.0,-2380.0
72861,7.2861e-07,-2384.0,-2428.0,-2380.0
72862,7.286199999999999e-07,-2384.0,-2428.0,-2380.0
72863,7.2863e-07,-2384.0,-2428.0,-2380.0
72864,7.286399999999999e-07,-2384.0,-2428.0,-2380.0
72865,7.2865e-07,-2384.0,-2428.0,-2380.0
72866,7.2866e-07,-2384.0,-2428.0,-2380.0
72867,7.286699999999999e-07,-2384.0,-2428.0,-2380.0
72868,7.2868e-07,-2384.0,-2428.0,-2380.0
72869,7.286899999999999e-07,-2384.0,-2428.0,-2380.0
72870,7.287e-07,-2384.0,-2428.0,-2380.0
72871,7.2871e-07,-2384.0,-2428.0,-2380.0
72872,7.287199999999999e-07,-2384.0,-2428.0,-2380.0
72873,7.2873e-07,-2384.0,-2428.0,-2380.0
72874,7.2874e-07,-2384.0,-2428.0,-2380.0
72875,7.287499999999999e-07,-2384.0,-2428.0,-2380.0
72876,7.2876e-07,-2384.0,-2428.0,-2380.0
72877,7.287699999999999e-07,-2384.0,-2428.0,-2380.0
72878,7.2878e-07,-2384.0,-2428.0,-2380.0
72879,7.2879e-07,-2384.0,-2428.0,-2380.0
72880,7.287999999999999e-07,-2384.0,-2428.0,-2380.0
72881,7.2881e-07,-2384.0,-2428.0,-2380.0
72882,7.288199999999999e-07,-2384.0,-2428.0,-2380.0
72883,7.2883e-07,-2384.0,-2428.0,-2380.0
72884,7.2884e-07,-2384.0,-2428.0,-2380.0
72885,7.288499999999999e-07,-2384.0,-2428.0,-2380.0
72886,7.2886e-07,-2384.0,-2428.0,-2380.0
72887,7.288699999999999e-07,-2384.0,-2428.0,-2380.0
72888,7.2888e-07,-2384.0,-2428.0,-2380.0
72889,7.2889e-07,-2384.0,-2428.0,-2380.0
72890,7.288999999999999e-07,-2384.0,-2428.0,-2380.0
72891,7.2891e-07,-2384.0,-2428.0,-2380.0
72892,7.289199999999999e-07,-2384.0,-2428.0,-2380.0
72893,7.2893e-07,-2384.0,-2428.0,-2380.0
72894,7.2894e-07,-2384.0,-2428.0,-2380.0
72895,7.289499999999999e-07,-2384.0,-2428.0,-2380.0
72896,7.2896e-07,-2384.0,-2428.0,-2380.0
72897,7.289699999999999e-07,-2384.0,-2428.0,-2380.0
72898,7.2898e-07,-2384.0,-2428.0,-2380.0
72899,7.2899e-07,-2384.0,-2428.0,-2380.0
72900,7.289999999999999e-07,-2384.0,-2428.0,-2380.0
72901,7.2901e-07,-2384.0,-2428.0,-2380.0
72902,7.2902e-07,-2384.0,-2428.0,-2380.0
72903,7.290299999999999e-07,-2384.0,-2428.0,-2380.0
72904,7.2904e-07,-2384.0,-2428.0,-2380.0
72905,7.290499999999999e-07,-2384.0,-2428.0,-2380.0
72906,7.2906e-07,-2384.0,-2428.0,-2380.0
72907,7.2907e-07,-2384.0,-2428.0,-2380.0
72908,7.290799999999999e-07,-2384.0,-2428.0,-2380.0
72909,7.2909e-07,-2384.0,-2428.0,-2380.0
72910,7.290999999999999e-07,-2384.0,-2428.0,-2380.0
72911,7.2911e-07,-2384.0,-2428.0,-2380.0
72912,7.2912e-07,-2384.0,-2428.0,-2380.0
72913,7.291299999999999e-07,-2384.0,-2428.0,-2380.0
72914,7.2914e-07,-2384.0,-2428.0,-2380.0
72915,7.291499999999999e-07,-2384.0,-2428.0,-2380.0
72916,7.2916e-07,-2384.0,-2428.0,-2380.0
72917,7.2917e-07,-2384.0,-2428.0,-2380.0
72918,7.291799999999999e-07,-2384.0,-2428.0,-2380.0
72919,7.2919e-07,-2384.0,-2428.0,-2380.0
72920,7.291999999999999e-07,-2384.0,-2428.0,-2380.0
72921,7.2921e-07,-2384.0,-2428.0,-2380.0
72922,7.2922e-07,-2384.0,-2428.0,-2380.0
72923,7.292299999999999e-07,-2384.0,-2428.0,-2380.0
72924,7.2924e-07,-2384.0,-2428.0,-2380.0
72925,7.292499999999999e-07,-2384.0,-2428.0,-2380.0
72926,7.2926e-07,-2384.0,-2428.0,-2380.0
72927,7.2927e-07,-2384.0,-2428.0,-2380.0
72928,7.292799999999999e-07,-2384.0,-2428.0,-2380.0
72929,7.2929e-07,-2384.0,-2428.0,-2380.0
72930,7.293e-07,-2384.0,-2428.0,-2380.0
72931,7.293099999999999e-07,-2384.0,-2428.0,-2380.0
72932,7.2932e-07,-2384.0,-2428.0,-2380.0
72933,7.293299999999999e-07,-2384.0,-2428.0,-2380.0
72934,7.2934e-07,-2384.0,-2428.0,-2380.0
72935,7.2935e-07,-2384.0,-2428.0,-2380.0
72936,7.293599999999999e-07,-2384.0,-2428.0,-2380.0
72937,7.2937e-07,-2384.0,-2428.0,-2380.0
72938,7.293799999999999e-07,-2384.0,-2428.0,-2380.0
72939,7.2939e-07,-2384.0,-2428.0,-2380.0
72940,7.294e-07,-2384.0,-2428.0,-2380.0
72941,7.294099999999999e-07,-2384.0,-2428.0,-2380.0
72942,7.2942e-07,-2384.0,-2428.0,-2380.0
72943,7.294299999999999e-07,-2384.0,-2428.0,-2380.0
72944,7.2944e-07,-2384.0,-2428.0,-2380.0
72945,7.2945e-07,-2384.0,-2428.0,-2380.0
72946,7.294599999999999e-07,-2384.0,-2428.0,-2380.0
72947,7.2947e-07,-2384.0,-2428.0,-2380.0
72948,7.294799999999999e-07,-2384.0,-2428.0,-2380.0
72949,7.2949e-07,-2384.0,-2428.0,-2380.0
72950,7.295e-07,-2384.0,-2428.0,-2380.0
72951,7.295099999999999e-07,-2384.0,-2428.0,-2380.0
72952,7.2952e-07,-2384.0,-2428.0,-2380.0
72953,7.295299999999999e-07,-2384.0,-2428.0,-2380.0
72954,7.2954e-07,-2384.0,-2428.0,-2380.0
72955,7.2955e-07,-2384.0,-2428.0,-2380.0
72956,7.295599999999999e-07,-2384.0,-2428.0,-2380.0
72957,7.2957e-07,-2384.0,-2428.0,-2380.0
72958,7.2958e-07,-2384.0,-2428.0,-2380.0
