64 1211
1 2 15
1 3 15
1 4 15
1 5 15
1 6 15
1 7 15
1 8 15
1 9 4
1 15 15
1 17 4
1 22 15
1 25 4
1 29 15
1 33 4
1 36 15
1 41 4
1 43 15
1 49 4
1 50 12
1 51 12
1 52 12
1 53 12
1 54 12
1 55 12
1 56 12
1 57 12
1 58 12
1 59 12
1 60 12
1 61 12
1 62 12
1 63 12
1 64 12
2 3 15
2 4 15
2 5 15
2 6 15
2 7 15
2 8 4
2 9 15
2 10 4
2 16 15
2 18 4
2 23 15
2 26 4
2 30 15
2 34 4
2 37 15
2 42 4
2 44 15
2 50 12
2 51 12
2 52 12
2 53 12
2 54 12
2 55 12
2 56 12
2 57 12
2 58 12
2 59 12
2 60 12
2 61 12
2 62 12
2 63 12
2 64 12
3 4 15
3 5 15
3 6 15
3 7 15
3 9 4
3 10 15
3 11 4
3 15 4
3 17 15
3 19 4
3 24 15
3 27 4
3 31 15
3 35 4
3 38 15
3 45 15
3 50 12
3 51 12
3 52 12
3 53 12
3 54 12
3 55 12
3 56 12
3 57 12
3 58 12
3 59 12
3 60 12
3 61 12
3 62 12
3 63 12
3 64 12
4 5 15
4 6 15
4 7 15
4 10 4
4 11 15
4 12 4
4 16 4
4 18 15
4 20 4
4 22 4
4 25 15
4 28 4
4 32 15
4 39 15
4 46 15
4 50 12
4 51 12
4 52 12
4 53 12
4 54 12
4 55 12
4 56 12
4 57 12
4 58 12
4 59 12
4 60 12
4 61 12
4 62 12
4 63 12
4 64 12
5 6 15
5 7 15
5 11 4
5 12 15
5 13 4
5 17 4
5 19 15
5 21 4
5 23 4
5 26 15
5 29 4
5 33 15
5 40 15
5 47 15
5 50 12
5 51 12
5 52 12
5 53 12
5 54 12
5 55 12
5 56 12
5 57 12
5 58 12
5 59 12
5 60 12
5 61 12
5 62 12
5 63 12
5 64 12
6 7 15
6 12 4
6 13 15
6 14 4
6 18 4
6 20 15
6 24 4
6 27 15
6 30 4
6 34 15
6 36 4
6 41 15
6 48 15
6 50 12
6 51 12
6 52 12
6 53 12
6 54 12
6 55 12
6 56 12
6 57 12
6 58 12
6 59 12
6 60 12
6 61 12
6 62 12
6 63 12
6 64 12
7 13 4
7 14 15
7 19 4
7 21 15
7 25 4
7 28 15
7 31 4
7 35 15
7 37 4
7 42 15
7 43 4
7 49 15
7 50 12
7 51 12
7 52 12
7 53 12
7 54 12
7 55 12
7 56 12
7 57 12
7 58 12
7 59 12
7 60 12
7 61 12
7 62 12
7 63 12
7 64 12
8 9 15
8 10 15
8 11 15
8 12 15
8 13 15
8 14 15
8 15 15
8 16 4
8 22 15
8 24 4
8 29 15
8 32 4
8 36 15
8 40 4
8 43 15
8 48 4
8 50 12
8 51 12
8 52 12
8 53 12
8 54 12
8 55 12
8 56 12
8 57 12
8 58 12
8 59 12
8 60 12
8 61 12
8 62 12
8 63 12
8 64 12
9 10 15
9 11 15
9 12 15
9 13 15
9 14 15
9 15 4
9 16 15
9 17 4
9 23 15
9 25 4
9 30 15
9 33 4
9 37 15
9 41 4
9 44 15
9 49 4
9 50 12
9 51 12
9 52 12
9 53 12
9 54 12
9 55 12
9 56 12
9 57 12
9 58 12
9 59 12
9 60 12
9 61 12
9 62 12
9 63 12
9 64 12
10 11 15
10 12 15
10 13 15
10 14 15
10 16 4
10 17 15
10 18 4
10 22 4
10 24 15
10 26 4
10 31 15
10 34 4
10 38 15
10 42 4
10 45 15
10 50 12
10 51 12
10 52 12
10 53 12
10 54 12
10 55 12
10 56 12
10 57 12
10 58 12
10 59 12
10 60 12
10 61 12
10 62 12
10 63 12
10 64 12
11 12 15
11 13 15
11 14 15
11 17 4
11 18 15
11 19 4
11 23 4
11 25 15
11 27 4
11 29 4
11 32 15
11 35 4
11 39 15
11 46 15
11 50 12
11 51 12
11 52 12
11 53 12
11 54 12
11 55 12
11 56 12
11 57 12
11 58 12
11 59 12
11 60 12
11 61 12
11 62 12
11 63 12
11 64 12
12 13 15
12 14 15
12 18 4
12 19 15
12 20 4
12 24 4
12 26 15
12 28 4
12 30 4
12 33 15
12 36 4
12 40 15
12 47 15
12 50 12
12 51 12
12 52 12
12 53 12
12 54 12
12 55 12
12 56 12
12 57 12
12 58 12
12 59 12
12 60 12
12 61 12
12 62 12
12 63 12
12 64 12
13 14 15
13 19 4
13 20 15
13 21 4
13 25 4
13 27 15
13 31 4
13 34 15
13 37 4
13 41 15
13 43 4
13 48 15
13 50 12
13 51 12
13 52 12
13 53 12
13 54 12
13 55 12
13 56 12
13 57 12
13 58 12
13 59 12
13 60 12
13 61 12
13 62 12
13 63 12
13 64 12
14 20 4
14 21 15
14 26 4
14 28 15
14 32 4
14 35 15
14 38 4
14 42 15
14 44 4
14 49 15
14 50 12
14 51 12
14 52 12
14 53 12
14 54 12
14 55 12
14 56 12
14 57 12
14 58 12
14 59 12
14 60 12
14 61 12
14 62 12
14 63 12
14 64 12
15 16 15
15 17 15
15 18 15
15 19 15
15 20 15
15 21 15
15 22 15
15 23 4
15 29 15
15 31 4
15 36 15
15 39 4
15 43 15
15 47 4
15 50 12
15 51 12
15 52 12
15 53 12
15 54 12
15 55 12
15 56 12
15 57 12
15 58 12
15 59 12
15 60 12
15 61 12
15 62 12
15 63 12
15 64 12
16 17 15
16 18 15
16 19 15
16 20 15
16 21 15
16 22 4
16 23 15
16 24 4
16 30 15
16 32 4
16 37 15
16 40 4
16 44 15
16 48 4
16 50 12
16 51 12
16 52 12
16 53 12
16 54 12
16 55 12
16 56 12
16 57 12
16 58 12
16 59 12
16 60 12
16 61 12
16 62 12
16 63 12
16 64 12
17 18 15
17 19 15
17 20 15
17 21 15
17 23 4
17 24 15
17 25 4
17 29 4
17 31 15
17 33 4
17 38 15
17 41 4
17 45 15
17 49 4
17 50 13
17 51 13
17 52 13
17 53 13
17 54 13
17 55 13
17 56 13
17 57 13
17 58 13
17 59 13
17 60 13
17 61 13
17 62 13
17 63 13
17 64 13
18 19 15
18 20 15
18 21 15
18 24 4
18 25 15
18 26 4
18 30 4
18 32 15
18 34 4
18 36 4
18 39 15
18 42 4
18 46 15
18 50 13
18 51 13
18 52 13
18 53 13
18 54 13
18 55 13
18 56 13
18 57 13
18 58 13
18 59 13
18 60 13
18 61 13
18 62 13
18 63 13
18 64 13
19 20 15
19 21 15
19 25 4
19 26 15
19 27 4
19 31 4
19 33 15
19 35 4
19 37 4
19 40 15
19 43 4
19 47 15
19 50 13
19 51 13
19 52 13
19 53 13
19 54 13
19 55 13
19 56 13
19 57 13
19 58 13
19 59 13
19 60 13
19 61 13
19 62 13
19 63 13
19 64 13
20 21 15
20 26 4
20 27 15
20 28 4
20 32 4
20 34 15
20 38 4
20 41 15
20 44 4
20 48 15
20 50 12
20 51 12
20 52 12
20 53 12
20 54 12
20 55 12
20 56 12
20 57 12
20 58 12
20 59 12
20 60 12
20 61 12
20 62 12
20 63 12
20 64 12
21 27 4
21 28 15
21 33 4
21 35 15
21 39 4
21 42 15
21 45 4
21 49 15
21 50 12
21 51 12
21 52 12
21 53 12
21 54 12
21 55 12
21 56 12
21 57 12
21 58 12
21 59 12
21 60 12
21 61 12
21 62 12
21 63 12
21 64 12
22 23 15
22 24 15
22 25 15
22 26 15
22 27 15
22 28 15
22 29 15
22 30 4
22 36 15
22 38 4
22 43 15
22 46 4
22 50 12
22 51 12
22 52 12
22 53 12
22 54 12
22 55 12
22 56 12
22 57 12
22 58 12
22 59 12
22 60 12
22 61 12
22 62 12
22 63 12
22 64 12
23 24 15
23 25 15
23 26 15
23 27 15
23 28 15
23 29 4
23 30 15
23 31 4
23 37 15
23 39 4
23 44 15
23 47 4
23 50 12
23 51 12
23 52 12
23 53 12
23 54 12
23 55 12
23 56 12
23 57 12
23 58 12
23 59 12
23 60 12
23 61 12
23 62 12
23 63 12
23 64 12
24 25 15
24 26 15
24 27 15
24 28 15
24 30 4
24 31 15
24 32 4
24 36 4
24 38 15
24 40 4
24 45 15
24 48 4
24 50 13
24 51 13
24 52 13
24 53 13
24 54 13
24 55 13
24 56 13
24 57 13
24 58 13
24 59 13
24 60 13
24 61 13
24 62 13
24 63 13
24 64 13
25 26 15
25 27 15
25 28 15
25 31 4
25 32 15
25 33 4
25 37 4
25 39 15
25 41 4
25 43 4
25 46 15
25 49 4
25 50 14
25 51 14
25 52 14
25 53 14
25 54 14
25 55 14
25 56 14
25 57 14
25 58 14
25 59 14
25 60 14
25 61 14
25 62 14
25 63 14
25 64 14
26 27 15
26 28 15
26 32 4
26 33 15
26 34 4
26 38 4
26 40 15
26 42 4
26 44 4
26 47 15
26 50 13
26 51 13
26 52 13
26 53 13
26 54 13
26 55 13
26 56 13
26 57 13
26 58 13
26 59 13
26 60 13
26 61 13
26 62 13
26 63 13
26 64 13
27 28 15
27 33 4
27 34 15
27 35 4
27 39 4
27 41 15
27 45 4
27 48 15
27 50 12
27 51 12
27 52 12
27 53 12
27 54 12
27 55 12
27 56 12
27 57 12
27 58 12
27 59 12
27 60 12
27 61 12
27 62 12
27 63 12
27 64 12
28 34 4
28 35 15
28 40 4
28 42 15
28 46 4
28 49 15
28 50 12
28 51 12
28 52 12
28 53 12
28 54 12
28 55 12
28 56 12
28 57 12
28 58 12
28 59 12
28 60 12
28 61 12
28 62 12
28 63 12
28 64 12
29 30 15
29 31 15
29 32 15
29 33 15
29 34 15
29 35 15
29 36 15
29 37 4
29 43 15
29 45 4
29 50 12
29 51 12
29 52 12
29 53 12
29 54 12
29 55 12
29 56 12
29 57 12
29 58 12
29 59 12
29 60 12
29 61 12
29 62 12
29 63 12
29 64 12
30 31 15
30 32 15
30 33 15
30 34 15
30 35 15
30 36 4
30 37 15
30 38 4
30 44 15
30 46 4
30 50 12
30 51 12
30 52 12
30 53 12
30 54 12
30 55 12
30 56 12
30 57 12
30 58 12
30 59 12
30 60 12
30 61 12
30 62 12
30 63 12
30 64 12
31 32 15
31 33 15
31 34 15
31 35 15
31 37 4
31 38 15
31 39 4
31 43 4
31 45 15
31 47 4
31 50 13
31 51 13
31 52 13
31 53 13
31 54 13
31 55 13
31 56 13
31 57 13
31 58 13
31 59 13
31 60 13
31 61 13
31 62 13
31 63 13
31 64 13
32 33 15
32 34 15
32 35 15
32 38 4
32 39 15
32 40 4
32 44 4
32 46 15
32 48 4
32 50 13
32 51 13
32 52 13
32 53 13
32 54 13
32 55 13
32 56 13
32 57 13
32 58 13
32 59 13
32 60 13
32 61 13
32 62 13
32 63 13
32 64 13
33 34 15
33 35 15
33 39 4
33 40 15
33 41 4
33 45 4
33 47 15
33 49 4
33 50 13
33 51 13
33 52 13
33 53 13
33 54 13
33 55 13
33 56 13
