64 1211
1 2 11
1 3 11
1 4 11
1 5 11
1 6 11
1 7 11
1 8 11
1 9 10
1 15 11
1 17 10
1 22 11
1 25 10
1 29 11
1 33 10
1 36 11
1 41 10
1 43 11
1 49 10
1 50 11
1 51 11
1 52 11
1 53 11
1 54 11
1 55 11
1 56 11
1 57 11
1 58 11
1 59 11
1 60 11
1 61 11
1 62 11
1 63 11
1 64 11
2 3 11
2 4 11
2 5 11
2 6 11
2 7 11
2 8 10
2 9 11
2 10 10
2 16 11
2 18 10
2 23 11
2 26 10
2 30 11
2 34 10
2 37 11
2 42 10
2 44 11
2 50 11
2 51 11
2 52 11
2 53 11
2 54 11
2 55 11
2 56 11
2 57 11
2 58 11
2 59 11
2 60 11
2 61 11
2 62 11
2 63 11
2 64 11
3 4 11
3 5 11
3 6 11
3 7 11
3 9 10
3 10 11
3 11 10
3 15 10
3 17 11
3 19 10
3 24 11
3 27 10
3 31 11
3 35 10
3 38 11
3 45 11
3 50 11
3 51 11
3 52 11
3 53 11
3 54 11
3 55 11
3 56 11
3 57 11
3 58 11
3 59 11
3 60 11
3 61 11
3 62 11
3 63 11
3 64 11
4 5 11
4 6 11
4 7 11
4 10 10
4 11 11
4 12 10
4 16 10
4 18 11
4 20 10
4 22 10
4 25 11
4 28 10
4 32 11
4 39 11
4 46 11
4 50 11
4 51 11
4 52 11
4 53 11
4 54 11
4 55 11
4 56 11
4 57 11
4 58 11
4 59 11
4 60 11
4 61 11
4 62 11
4 63 11
4 64 11
5 6 11
5 7 11
5 11 10
5 12 11
5 13 10
5 17 10
5 19 11
5 21 10
5 23 10
5 26 11
5 29 10
5 33 11
5 40 11
5 47 11
5 50 11
5 51 11
5 52 11
5 53 11
5 54 11
5 55 11
5 56 11
5 57 11
5 58 11
5 59 11
5 60 11
5 61 11
5 62 11
5 63 11
5 64 11
6 7 11
6 12 10
6 13 11
6 14 10
6 18 10
6 20 11
6 24 10
6 27 11
6 30 10
6 34 11
6 36 10
6 41 11
6 48 11
6 50 11
6 51 11
6 52 11
6 53 11
6 54 11
6 55 11
6 56 11
6 57 11
6 58 11
6 59 11
6 60 11
6 61 11
6 62 11
6 63 11
6 64 11
7 13 10
7 14 11
7 19 10
7 21 11
7 25 10
7 28 11
7 31 10
7 35 11
7 37 10
7 42 11
7 43 10
7 49 11
7 50 11
7 51 11
7 52 11
7 53 11
7 54 11
7 55 11
7 56 11
7 57 11
7 58 11
7 59 11
7 60 11
7 61 11
7 62 11
7 63 11
7 64 11
8 9 11
8 10 11
8 11 11
8 12 11
8 13 11
8 14 11
8 15 11
8 16 10
8 22 11
8 24 10
8 29 11
8 32 10
8 36 11
8 40 10
8 43 11
8 48 10
8 50 11
8 51 11
8 52 11
8 53 11
8 54 11
8 55 11
8 56 11
8 57 11
8 58 11
8 59 11
8 60 11
8 61 11
8 62 11
8 63 11
8 64 11
9 10 11
9 11 11
9 12 11
9 13 11
9 14 11
9 15 10
9 16 11
9 17 10
9 23 11
9 25 10
9 30 11
9 33 10
9 37 11
9 41 10
9 44 11
9 49 10
9 50 12
9 51 12
9 52 12
9 53 12
9 54 12
9 55 12
9 56 12
9 57 12
9 58 12
9 59 12
9 60 12
9 61 12
9 62 12
9 63 12
9 64 12
10 11 11
10 12 11
10 13 11
10 14 11
10 16 10
10 17 11
10 18 10
10 22 10
10 24 11
10 26 10
10 31 11
10 34 10
10 38 11
10 42 10
10 45 11
10 50 12
10 51 12
10 52 12
10 53 12
10 54 12
10 55 12
10 56 12
10 57 12
10 58 12
10 59 12
10 60 12
10 61 12
10 62 12
10 63 12
10 64 12
11 12 11
11 13 11
11 14 11
11 17 10
11 18 11
11 19 10
11 23 10
11 25 11
11 27 10
11 29 10
11 32 11
11 35 10
11 39 11
11 46 11
11 50 12
11 51 12
11 52 12
11 53 12
11 54 12
11 55 12
11 56 12
11 57 12
11 58 12
11 59 12
11 60 12
11 61 12
11 62 12
11 63 12
11 64 12
12 13 11
12 14 11
12 18 10
12 19 11
12 20 10
12 24 10
12 26 11
12 28 10
12 30 10
12 33 11
12 36 10
12 40 11
12 47 11
12 50 12
12 51 12
12 52 12
12 53 12
12 54 12
12 55 12
12 56 12
12 57 12
12 58 12
12 59 12
12 60 12
12 61 12
12 62 12
12 63 12
12 64 12
13 14 11
13 19 10
13 20 11
13 21 10
13 25 10
13 27 11
13 31 10
13 34 11
13 37 10
13 41 11
13 43 10
13 48 11
13 50 12
13 51 12
13 52 12
13 53 12
13 54 12
13 55 12
13 56 12
13 57 12
13 58 12
13 59 12
13 60 12
13 61 12
13 62 12
13 63 12
13 64 12
14 20 10
14 21 11
14 26 10
14 28 11
14 32 10
14 35 11
14 38 10
14 42 11
14 44 10
14 49 11
14 50 11
14 51 11
14 52 11
14 53 11
14 54 11
14 55 11
14 56 11
14 57 11
14 58 11
14 59 11
14 60 11
14 61 11
14 62 11
14 63 11
14 64 11
15 16 11
15 17 11
15 18 11
15 19 11
15 20 11
15 21 11
15 22 11
15 23 10
15 29 11
15 31 10
15 36 11
15 39 10
15 43 11
15 47 10
15 50 11
15 51 11
15 52 11
15 53 11
15 54 11
15 55 11
15 56 11
15 57 11
15 58 11
15 59 11
15 60 11
15 61 11
15 62 11
15 63 11
15 64 11
16 17 11
16 18 11
16 19 11
16 20 11
16 21 11
16 22 10
16 23 11
16 24 10
16 30 11
16 32 10
16 37 11
16 40 10
16 44 11
16 48 10
16 50 12
16 51 12
16 52 12
16 53 12
16 54 12
16 55 12
16 56 12
16 57 12
16 58 12
16 59 12
16 60 12
16 61 12
16 62 12
16 63 12
16 64 12
17 18 11
17 19 11
17 20 11
17 21 11
17 23 10
17 24 11
17 25 10
17 29 10
17 31 11
17 33 10
17 38 11
17 41 10
17 45 11
17 49 10
17 50 14
17 51 14
17 52 14
17 53 14
17 54 14
17 55 14
17 56 14
17 57 14
17 58 14
17 59 14
17 60 14
17 61 14
17 62 14
17 63 14
17 64 14
18 19 11
18 20 11
18 21 11
18 24 10
18 25 11
18 26 10
18 30 10
18 32 11
18 34 10
18 36 10
18 39 11
18 42 10
18 46 11
18 50 14
18 51 14
18 52 14
18 53 14
18 54 14
18 55 14
18 56 14
18 57 14
18 58 14
18 59 14
18 60 14
18 61 14
18 62 14
18 63 14
18 64 14
19 20 11
19 21 11
19 25 10
19 26 11
19 27 10
19 31 10
19 33 11
19 35 10
19 37 10
19 40 11
19 43 10
19 47 11
19 50 14
19 51 14
19 52 14
19 53 14
19 54 14
19 55 14
19 56 14
19 57 14
19 58 14
19 59 14
19 60 14
19 61 14
19 62 14
19 63 14
19 64 14
20 21 11
20 26 10
20 27 11
20 28 10
20 32 10
20 34 11
20 38 10
20 41 11
20 44 10
20 48 11
20 50 12
20 51 12
20 52 12
20 53 12
20 54 12
20 55 12
20 56 12
20 57 12
20 58 12
20 59 12
20 60 12
20 61 12
20 62 12
20 63 12
20 64 12
21 27 10
21 28 11
21 33 10
21 35 11
21 39 10
21 42 11
21 45 10
21 49 11
21 50 11
21 51 11
21 52 11
21 53 11
21 54 11
21 55 11
21 56 11
21 57 11
21 58 11
21 59 11
21 60 11
21 61 11
21 62 11
21 63 11
21 64 11
22 23 11
22 24 11
22 25 11
22 26 11
22 27 11
22 28 11
22 29 11
22 30 10
22 36 11
22 38 10
22 43 11
22 46 10
22 50 11
22 51 11
22 52 11
22 53 11
22 54 11
22 55 11
22 56 11
22 57 11
22 58 11
22 59 11
22 60 11
22 61 11
22 62 11
22 63 11
22 64 11
23 24 11
23 25 11
23 26 11
23 27 11
23 28 11
23 29 10
23 30 11
23 31 10
23 37 11
23 39 10
23 44 11
23 47 10
23 50 12
23 51 12
23 52 12
23 53 12
23 54 12
23 55 12
23 56 12
23 57 12
23 58 12
23 59 12
23 60 12
23 61 12
23 62 12
23 63 12
23 64 12
24 25 11
24 26 11
24 27 11
24 28 11
24 30 10
24 31 11
24 32 10
24 36 10
24 38 11
24 40 10
24 45 11
24 48 10
24 50 14
24 51 14
24 52 14
24 53 14
24 54 14
24 55 14
24 56 14
24 57 14
24 58 14
24 59 14
24 60 14
24 61 14
24 62 14
24 63 14
24 64 14
25 26 11
25 27 11
25 28 11
25 31 10
25 32 11
25 33 10
25 37 10
25 39 11
25 41 10
25 43 10
25 46 11
25 49 10
25 50 15
25 51 15
25 52 15
25 53 15
25 54 15
25 55 15
25 56 15
25 57 15
25 58 15
25 59 15
25 60 15
25 61 15
25 62 15
25 63 15
25 64 15
26 27 11
26 28 11
26 32 10
26 33 11
26 34 10
26 38 10
26 40 11
26 42 10
26 44 10
26 47 11
26 50 14
26 51 14
26 52 14
26 53 14
26 54 14
26 55 14
26 56 14
26 57 14
26 58 14
26 59 14
26 60 14
26 61 14
26 62 14
26 63 14
26 64 14
27 28 11
27 33 10
27 34 11
27 35 10
27 39 10
27 41 11
27 45 10
27 48 11
27 50 12
27 51 12
27 52 12
27 53 12
27 54 12
27 55 12
27 56 12
27 57 12
27 58 12
27 59 12
27 60 12
27 61 12
27 62 12
27 63 12
27 64 12
28 34 10
28 35 11
28 40 10
28 42 11
28 46 10
28 49 11
28 50 11
28 51 11
28 52 11
28 53 11
28 54 11
28 55 11
28 56 11
28 57 11
28 58 11
28 59 11
28 60 11
28 61 11
28 62 11
28 63 11
28 64 11
29 30 11
29 31 11
29 32 11
29 33 11
29 34 11
29 35 11
29 36 11
29 37 10
29 43 11
29 45 10
29 50 11
29 51 11
29 52 11
29 53 11
29 54 11
29 55 11
29 56 11
29 57 11
29 58 11
29 59 11
29 60 11
29 61 11
29 62 11
29 63 11
29 64 11
30 31 11
30 32 11
30 33 11
30 34 11
30 35 11
30 36 10
30 37 11
30 38 10
30 44 11
30 46 10
30 50 12
30 51 12
30 52 12
30 53 12
30 54 12
30 55 12
30 56 12
30 57 12
30 58 12
30 59 12
30 60 12
30 61 12
30 62 12
30 63 12
30 64 12
31 32 11
31 33 11
31 34 11
31 35 11
31 37 10
31 38 11
31 39 10
31 43 10
31 45 11
31 47 10
31 50 14
31 51 14
31 52 14
31 53 14
31 54 14
31 55 14
31 56 14
31 57 14
31 58 14
31 59 14
31 60 14
31 61 14
31 62 14
31 63 14
31 64 14
32 33 11
32 34 11
32 35 11
32 38 10
32 39 11
32 40 10
32 44 10
32 46 11
32 48 10
32 50 14
32 51 14
32 52 14
32 53 14
32 54 14
32 55 14
32 56 14
32 57 14
32 58 14
32 59 14
32 60 14
32 61 14
32 62 14
32 63 14
32 64 14
33 34 11
33 35 11
33 39 10
33 40 11
33 41 10
33 45 10
33 47 11
33 49 10
33 50 14
33 51 14
33 52 14
33 53 14
33 54 14
33 55 14
33 56 14
33 57 14
33 58 14
33 59 14
33 60 14
33 61 14
33 62 14
33 63 14
33 64 14
34 35 11
34 40 10
34 41 11
34 42 10
34 46 10
34 48 11
34 50 12
34 51 12
34 52 12
34 53 12
34 54 12
34 55 12
34 56 12
34 57 12
34 58 12
34 59 12
34 60 12
34 61 12
34 62 12
34 63 12
34 64 12
35 41 10
35 42 11
35 47 10
35 49 11
35 50 11
35 51 11
35 52 11
35 53 11
35 54 11
35 55 11
35 56 11
35 57 11
35 58 11
35 59 11
35 60 11
35 61 11
35 62 11
35 63 11
35 64 11
36 37 11
36 38 11
36 39 11
36 40 11
36 41 11
36 42 11
36 43 11
36 44 10
36 50 11
36 51 11
36 52 11
36 53 11
36 54 11
36 55 11
36 56 11
36 57 11
36 58 11
36 59 11
36 60 11
36 61 11
36 62 11
36 63 11
36 64 11
37 38 11
37 39 11
37 40 11
37 41 11
37 42 11
37 43 10
37 44 11
37 45 10
37 50 12
37 51 12
37 52 12
37 53 12
37 54 12
37 55 12
37 56 12
37 57 12
37 58 12
37 59 12
37 60 12
37 61 12
37 62 12
37 63 12
37 64 12
38 39 11
38 40 11
38 41 11
38 42 11
38 44 10
38 45 11
38 46 10
38 50 12
38 51 12
38 52 12
38 53 12
38 54 12
38 55 12
38 56 12
38 57 12
38 58 12
38 59 12
38 60 12
38 61 12
38 62 12
38 63 12
38 64 12
39 40 11
39 41 11
39 42 11
39 45 10
39 46 11
39 47 10
39 50 12
39 51 12
39 52 12
39 53 12
39 54 12
39 55 12
39 56 12
39 57 12
39 58 12
39 59 12
39 60 12
39 61 12
39 62 12
39 63 12
39 64 12
40 41 11
40 42 11
40 46 10
40 47 11
40 48 10
40 50 12
40 51 12
40 52 12
40 53 12
40 54 12
40 55 12
40 56 12
40 57 12
40 58 12
40 59 12
40 60 12
40 61 12
40 62 12
40 63 12
40 64 12
41 42 11
41 47 10
41 48 11
