64 1211
1 2 12
1 3 12
1 4 12
1 5 12
1 6 12
1 7 12
1 8 12
1 9 9
1 15 12
1 17 9
1 22 12
1 25 9
1 29 12
1 33 9
1 36 12
1 41 9
1 43 12
1 49 9
1 50 11
1 51 11
1 52 11
1 53 11
1 54 11
1 55 11
1 56 11
1 57 11
1 58 11
1 59 11
1 60 11
1 61 11
1 62 11
1 63 11
1 64 11
2 3 12
2 4 12
2 5 12
2 6 12
2 7 12
2 8 9
2 9 12
2 10 9
2 16 12
2 18 9
2 23 12
2 26 9
2 30 12
2 34 9
2 37 12
2 42 9
2 44 12
2 50 11
2 51 11
2 52 11
2 53 11
2 54 11
2 55 11
2 56 11
2 57 11
2 58 11
2 59 11
2 60 11
2 61 11
2 62 11
2 63 11
2 64 11
3 4 12
3 5 12
3 6 12
3 7 12
3 9 9
3 10 12
3 11 9
3 15 9
3 17 12
3 19 9
3 24 12
3 27 9
3 31 12
3 35 9
3 38 12
3 45 12
3 50 11
3 51 11
3 52 11
3 53 11
3 54 11
3 55 11
3 56 11
3 57 11
3 58 11
3 59 11
3 60 11
3 61 11
3 62 11
3 63 11
3 64 11
4 5 12
4 6 12
4 7 12
4 10 9
4 11 12
4 12 9
4 16 9
4 18 12
4 20 9
4 22 9
4 25 12
4 28 9
4 32 12
4 39 12
4 46 12
4 50 11
4 51 11
4 52 11
4 53 11
4 54 11
4 55 11
4 56 11
4 57 11
4 58 11
4 59 11
4 60 11
4 61 11
4 62 11
4 63 11
4 64 11
5 6 12
5 7 12
5 11 9
5 12 12
5 13 9
5 17 9
5 19 12
5 21 9
5 23 9
5 26 12
5 29 9
5 33 12
5 40 12
5 47 12
5 50 11
5 51 11
5 52 11
5 53 11
5 54 11
5 55 11
5 56 11
5 57 11
5 58 11
5 59 11
5 60 11
5 61 11
5 62 11
5 63 11
5 64 11
6 7 12
6 12 9
6 13 12
6 14 9
6 18 9
6 20 12
6 24 9
6 27 12
6 30 9
6 34 12
6 36 9
6 41 12
6 48 12
6 50 11
6 51 11
6 52 11
6 53 11
6 54 11
6 55 11
6 56 11
6 57 11
6 58 11
6 59 11
6 60 11
6 61 11
6 62 11
6 63 11
6 64 11
7 13 9
7 14 12
7 19 9
7 21 12
7 25 9
7 28 12
7 31 9
7 35 12
7 37 9
7 42 12
7 43 9
7 49 12
7 50 11
7 51 11
7 52 11
7 53 11
7 54 11
7 55 11
7 56 11
7 57 11
7 58 11
7 59 11
7 60 11
7 61 11
7 62 11
7 63 11
7 64 11
8 9 12
8 10 12
8 11 12
8 12 12
8 13 12
8 14 12
8 15 12
8 16 9
8 22 12
8 24 9
8 29 12
8 32 9
8 36 12
8 40 9
8 43 12
8 48 9
8 50 11
8 51 11
8 52 11
8 53 11
8 54 11
8 55 11
8 56 11
8 57 11
8 58 11
8 59 11
8 60 11
8 61 11
8 62 11
8 63 11
8 64 11
9 10 12
9 11 12
9 12 12
9 13 12
9 14 12
9 15 9
9 16 12
9 17 9
9 23 12
9 25 9
9 30 12
9 33 9
9 37 12
9 41 9
9 44 12
9 49 9
9 50 13
9 51 13
9 52 13
9 53 13
9 54 13
9 55 13
9 56 13
9 57 13
9 58 13
9 59 13
9 60 13
9 61 13
9 62 13
9 63 13
9 64 13
10 11 12
10 12 12
10 13 12
10 14 12
10 16 9
10 17 12
10 18 9
10 22 9
10 24 12
10 26 9
10 31 12
10 34 9
10 38 12
10 42 9
10 45 12
10 50 13
10 51 13
10 52 13
10 53 13
10 54 13
10 55 13
10 56 13
10 57 13
10 58 13
10 59 13
10 60 13
10 61 13
10 62 13
10 63 13
10 64 13
11 12 12
11 13 12
11 14 12
11 17 9
11 18 12
11 19 9
11 23 9
11 25 12
11 27 9
11 29 9
11 32 12
11 35 9
11 39 12
11 46 12
11 50 13
11 51 13
11 52 13
11 53 13
11 54 13
11 55 13
11 56 13
11 57 13
11 58 13
11 59 13
11 60 13
11 61 13
11 62 13
11 63 13
11 64 13
12 13 12
12 14 12
12 18 9
12 19 12
12 20 9
12 24 9
12 26 12
12 28 9
12 30 9
12 33 12
12 36 9
12 40 12
12 47 12
12 50 13
12 51 13
12 52 13
12 53 13
12 54 13
12 55 13
12 56 13
12 57 13
12 58 13
12 59 13
12 60 13
12 61 13
12 62 13
12 63 13
12 64 13
13 14 12
13 19 9
13 20 12
13 21 9
13 25 9
13 27 12
13 31 9
13 34 12
13 37 9
13 41 12
13 43 9
13 48 12
13 50 13
13 51 13
13 52 13
13 53 13
13 54 13
13 55 13
13 56 13
13 57 13
13 58 13
13 59 13
13 60 13
13 61 13
13 62 13
13 63 13
13 64 13
14 20 9
14 21 12
14 26 9
14 28 12
14 32 9
14 35 12
14 38 9
14 42 12
14 44 9
14 49 12
14 50 11
14 51 11
14 52 11
14 53 11
14 54 11
14 55 11
14 56 11
14 57 11
14 58 11
14 59 11
14 60 11
14 61 11
14 62 11
14 63 11
14 64 11
15 16 12
15 17 12
15 18 12
15 19 12
15 20 12
15 21 12
15 22 12
15 23 9
15 29 12
15 31 9
15 36 12
15 39 9
15 43 12
15 47 9
15 50 11
15 51 11
15 52 11
15 53 11
15 54 11
15 55 11
15 56 11
15 57 11
15 58 11
15 59 11
15 60 11
15 61 11
15 62 11
15 63 11
15 64 11
16 17 12
16 18 12
16 19 12
16 20 12
16 21 12
16 22 9
16 23 12
16 24 9
16 30 12
16 32 9
16 37 12
16 40 9
16 44 12
16 48 9
16 50 13
16 51 13
16 52 13
16 53 13
16 54 13
16 55 13
16 56 13
16 57 13
16 58 13
16 59 13
16 60 13
16 61 13
16 62 13
16 63 13
16 64 13
17 18 12
17 19 12
17 20 12
17 21 12
17 23 9
17 24 12
17 25 9
17 29 9
17 31 12
17 33 9
17 38 12
17 41 9
17 45 12
17 49 9
17 50 14
17 51 14
17 52 14
17 53 14
17 54 14
17 55 14
17 56 14
17 57 14
17 58 14
17 59 14
17 60 14
17 61 14
17 62 14
17 63 14
17 64 14
18 19 12
18 20 12
18 21 12
18 24 9
18 25 12
18 26 9
18 30 9
18 32 12
18 34 9
18 36 9
18 39 12
18 42 9
18 46 12
18 50 14
18 51 14
18 52 14
18 53 14
18 54 14
18 55 14
18 56 14
18 57 14
18 58 14
18 59 14
18 60 14
18 61 14
18 62 14
18 63 14
18 64 14
19 20 12
19 21 12
19 25 9
19 26 12
19 27 9
19 31 9
19 33 12
19 35 9
19 37 9
19 40 12
19 43 9
19 47 12
19 50 14
19 51 14
19 52 14
19 53 14
19 54 14
19 55 14
19 56 14
19 57 14
19 58 14
19 59 14
19 60 14
19 61 14
19 62 14
19 63 14
19 64 14
20 21 12
20 26 9
20 27 12
20 28 9
20 32 9
20 34 12
20 38 9
20 41 12
20 44 9
20 48 12
20 50 13
20 51 13
20 52 13
20 53 13
20 54 13
20 55 13
20 56 13
20 57 13
20 58 13
20 59 13
20 60 13
20 61 13
20 62 13
20 63 13
20 64 13
21 27 9
21 28 12
21 33 9
21 35 12
21 39 9
21 42 12
21 45 9
21 49 12
21 50 11
21 51 11
21 52 11
21 53 11
21 54 11
21 55 11
21 56 11
21 57 11
21 58 11
21 59 11
21 60 11
21 61 11
21 62 11
21 63 11
21 64 11
22 23 12
22 24 12
22 25 12
22 26 12
22 27 12
22 28 12
22 29 12
22 30 9
22 36 12
22 38 9
22 43 12
22 46 9
22 50 11
22 51 11
22 52 11
22 53 11
22 54 11
22 55 11
22 56 11
22 57 11
22 58 11
22 59 11
22 60 11
22 61 11
22 62 11
22 63 11
22 64 11
23 24 12
23 25 12
23 26 12
23 27 12
23 28 12
23 29 9
23 30 12
23 31 9
23 37 12
23 39 9
23 44 12
23 47 9
23 50 13
23 51 13
23 52 13
23 53 13
23 54 13
23 55 13
23 56 13
23 57 13
23 58 13
23 59 13
23 60 13
23 61 13
23 62 13
23 63 13
23 64 13
24 25 12
24 26 12
24 27 12
24 28 12
24 30 9
24 31 12
24 32 9
24 36 9
24 38 12
24 40 9
24 45 12
24 48 9
24 50 14
24 51 14
24 52 14
24 53 14
24 54 14
24 55 14
24 56 14
24 57 14
24 58 14
24 59 14
24 60 14
24 61 14
24 62 14
24 63 14
24 64 14
25 26 12
25 27 12
25 28 12
25 31 9
25 32 12
25 33 9
25 37 9
25 39 12
25 41 9
25 43 9
25 46 12
25 49 9
25 50 15
25 51 15
25 52 15
25 53 15
25 54 15
25 55 15
25 56 15
25 57 15
25 58 15
25 59 15
25 60 15
25 61 15
25 62 15
25 63 15
25 64 15
26 27 12
26 28 12
26 32 9
26 33 12
26 34 9
26 38 9
26 40 12
26 42 9
26 44 9
26 47 12
26 50 14
26 51 14
26 52 14
26 53 14
26 54 14
26 55 14
26 56 14
26 57 14
26 58 14
26 59 14
26 60 14
26 61 14
26 62 14
26 63 14
26 64 14
27 28 12
27 33 9
27 34 12
27 35 9
27 39 9
27 41 12
27 45 9
27 48 12
27 50 13
27 51 13
27 52 13
27 53 13
27 54 13
27 55 13
27 56 13
27 57 13
27 58 13
27 59 13
27 60 13
27 61 13
27 62 13
27 63 13
27 64 13
28 34 9
28 35 12
28 40 9
28 42 12
28 46 9
28 49 12
28 50 11
28 51 11
28 52 11
28 53 11
28 54 11
28 55 11
28 56 11
28 57 11
28 58 11
28 59 11
28 60 11
28 61 11
28 62 11
28 63 11
28 64 11
29 30 12
29 31 12
29 32 12
29 33 12
29 34 12
29 35 12
29 36 12
29 37 9
29 43 12
29 45 9
29 50 11
29 51 11
29 52 11
29 53 11
29 54 11
29 55 11
29 56 11
29 57 11
29 58 11
29 59 11
29 60 11
29 61 11
29 62 11
29 63 11
29 64 11
30 31 12
30 32 12
30 33 12
30 34 12
30 35 12
30 36 9
30 37 12
30 38 9
30 44 12
30 46 9
30 50 13
30 51 13
30 52 13
30 53 13
30 54 13
30 55 13
30 56 13
30 57 13
30 58 13
30 59 13
30 60 13
30 61 13
30 62 13
30 63 13
30 64 13
31 32 12
31 33 12
31 34 12
31 35 12
31 37 9
31 38 12
31 39 9
31 43 9
31 45 12
31 47 9
31 50 14
31 51 14
31 52 14
31 53 14
31 54 14
31 55 14
31 56 14
31 57 14
31 58 14
31 59 14
31 60 14
31 61 14
31 62 14
31 63 14
31 64 14
32 33 12
32 34 12
32 35 12
32 38 9
32 39 12
32 40 9
32 44 9
32 46 12
32 48 9
32 50 14
32 51 14
32 52 14
32 53 14
32 54 14
32 55 14
32 56 14
32 57 14
32 58 14
32 59 14
32 60 14
32 61 14
32 62 14
32 63 14
32 64 14
33 34 12
33 35 12
33 39 9
33 40 12
33 41 9
33 45 9
33 47 12
33 49 9
33 50 14
33 51 14
33 52 14
33 53 14
33 54 14
33 55 14
33 56 14
33 57 14
33 58 14
33 59 14
33 60 14
33 61 14
33 62 14
33 63 14
33 64 14
34 35 12
34 40 9
34 41 12
34 42 9
34 46 9
34 48 12
34 50 13
34 51 13
34 52 13
34 53 13
34 54 13
34 55 13
34 56 13
34 57 13
34 58 13
34 59 13
34 60 13
34 61 13
34 62 13
34 63 13
34 64 13
35 41 9
35 42 12
35 47 9
35 49 12
35 50 11
35 51 11
35 52 11
35 53 11
35 54 11
35 55 11
35 56 11
35 57 11
35 58 11
35 59 11
35 60 11
35 61 11
35 62 11
35 63 11
35 64 11
36 37 12
36 38 12
36 39 12
36 40 12
36 41 12
36 42 12
36 43 12
36 44 9
36 50 11
36 51 11
36 52 11
36 53 11
36 54 11
36 55 11
36 56 11
36 57 11
36 58 11
36 59 11
36 60 11
36 61 11
36 62 11
36 63 11
36 64 11
37 38 12
37 39 12
37 40 12
37 41 12
37 42 12
37 43 9
37 44 12
37 45 9
37 50 13
37 51 13
37 52 13
37 53 13
37 54 13
37 55 13
37 56 13
37 57 13
37 58 13
37 59 13
37 60 13
37 61 13
37 62 13
37 63 13
37 64 13
38 39 12
38 40 12
38 41 12
38 42 12
38 44 9
38 45 12
38 46 9
38 50 13
38 51 13
38 52 13
38 53 13
38 54 13
38 55 13
38 56 13
38 57 13
38 58 13
38 59 13
38 60 13
38 61 13
38 62 13
38 63 13
38 64 13
39 40 12
39 41 12
39 42 12
39 45 9
39 46 12
39 47 9
39 50 13
39 51 13
39 52 13
39 53 13
39 54 13
39 55 13
39 56 13
39 57 13
39 58 13
39 59 13
39 60 13
39 61 13
39 62 13
39 63 13
39 64 13
40 41 12
40 42 12
40 46 9
40 47 12
40 48 9
40 50 13
40 51 13
40 52 13
40 53 13
40 54 13
40 55 13
40 56 13
40 57 13
40 58 13
40 59 13
40 60 13
40 61 13
40 62 13
40 63 13
40 64 13
41 42 12
41 47 9
41 48 12
41 49 9
41 50 13
41 51 13
41 52 13
41 53 13
41 54 13
41 55 13
41 56 13
41 57 13
41 58 13
41 59 13
41 60 13
41 61 13
41 62 13
41 63 13
41 64 13
42 48 9
42 49 12
42 50 11
42 51 11
42 52 11
42 53 11
42 54 11
42 55 11
42 56 11
42 57 11
42 58 11
42 59 11
42 60 11
42 61 11
42 62 11
42 63 11
42 64 11
43 44 12
43 45 12
43 46 12
43 47 12
43 48 12
43 49 12
43 50 11
43 51 11
43 52 11
43 53 11
43 54 11
43 55 11
43 56 11
43 57 11
43 58 11
43 59 11
43 60 11
43 61 11
43 62 11
43 63 11
43 64 11
44 45 12
44 46 12
44 47 12
44 48 12
44 49 12
44 50 11
44 51 11
44 52 11
44 53 11
44 54 11
44 55 11
44 56 11
44 57 11
44 58 11
44 59 11
44 60 11
44 61 11
44 62 11
44 63 11
44 64 11
45 46 12
45 47 12
45 48 12
45 49 12
45 50 11
45 51 11
45 52 11
45 53 11
45 54 11
45 55 11
45 56 11
45 57 11
45 58 11
45 59 11
45 60 11
45 61 11
45 62 11
45 63 11
45 64 11
46 47 12
46 48 12
46 49 12
46 50 11
46 51 11
46 52 11
46 53 11
46 54 11
46 55 11
46 56 11
46 57 11
46 58 11
46 59 11
46 60 11
46 61 11
46 62 11
46 63 11
46 64 11
47 48 12
47 49 12
47 50 11
47 51 11
47 52 11
47 53 11
47 54 11
47 55 11
47 56 11
47 57 11
47 58 11
47 59 11
47 60 11
47 61 11
47 62 11
47 63 11
47 64 11
48 49 12
48 50 11
48 51 11
48 52 11
48 53 11
48 54 11
48 55 11
48 56 11
48 57 11
48 58 11
48 59 11
48 60 11
48 61 11
48 62 11
48 63 11
48 64 11
49 50 11
49 51 11
49 52 11
49 53 11
49 54 11
49 55 11
49 56 11
49 57 11
49 58 11
49 59 11
49 60 11
49 61 11
49 62 11
49 63 11
49 64 11
