64 1211
1 2 15
1 3 15
1 4 15
1 5 15
1 6 15
1 7 15
1 8 15
1 9 6
1 15 15
1 17 6
1 22 15
1 25 6
1 29 15
1 33 6
1 36 15
1 41 6
1 43 15
1 49 6
1 50 12
1 51 12
1 52 12
1 53 12
1 54 12
1 55 12
1 56 12
1 57 12
1 58 12
1 59 12
1 60 12
1 61 12
1 62 12
1 63 12
1 64 12
2 3 15
2 4 15
2 5 15
2 6 15
2 7 15
2 8 6
2 9 15
2 10 6
2 16 15
2 18 6
2 23 15
2 26 6
2 30 15
2 34 6
2 37 15
2 42 6
2 44 15
2 50 12
2 51 12
2 52 12
2 53 12
2 54 12
2 55 12
2 56 12
2 57 12
2 58 12
2 59 12
2 60 12
2 61 12
2 62 12
2 63 12
2 64 12
3 4 15
3 5 15
3 6 15
3 7 15
3 9 6
3 10 15
3 11 6
3 15 6
3 17 15
3 19 6
3 24 15
3 27 6
3 31 15
3 35 6
3 38 15
3 45 15
3 50 12
3 51 12
3 52 12
3 53 12
3 54 12
3 55 12
3 56 12
3 57 12
3 58 12
3 59 12
3 60 12
3 61 12
3 62 12
3 63 12
3 64 12
4 5 15
4 6 15
4 7 15
4 10 6
4 11 15
4 12 6
4 16 6
4 18 15
4 20 6
4 22 6
4 25 15
4 28 6
4 32 15
4 39 15
4 46 15
4 50 12
4 51 12
4 52 12
4 53 12
4 54 12
4 55 12
4 56 12
4 57 12
4 58 12
4 59 12
4 60 12
4 61 12
4 62 12
4 63 12
4 64 12
5 6 15
5 7 15
5 11 6
5 12 15
5 13 6
5 17 6
5 19 15
5 21 6
5 23 6
5 26 15
5 29 6
5 33 15
5 40 15
5 47 15
5 50 12
5 51 12
5 52 12
5 53 12
5 54 12
5 55 12
5 56 12
5 57 12
5 58 12
5 59 12
5 60 12
5 61 12
5 62 12
5 63 12
5 64 12
6 7 15
6 12 6
6 13 15
6 14 6
6 18 6
6 20 15
6 24 6
6 27 15
6 30 6
6 34 15
6 36 6
6 41 15
6 48 15
6 50 12
6 51 12
6 52 12
6 53 12
6 54 12
6 55 12
6 56 12
6 57 12
6 58 12
6 59 12
6 60 12
6 61 12
6 62 12
6 63 12
6 64 12
7 13 6
7 14 15
7 19 6
7 21 15
7 25 6
7 28 15
7 31 6
7 35 15
7 37 6
7 42 15
7 43 6
7 49 15
7 50 12
7 51 12
7 52 12
7 53 12
7 54 12
7 55 12
7 56 12
7 57 12
7 58 12
7 59 12
7 60 12
7 61 12
7 62 12
7 63 12
7 64 12
8 9 15
8 10 15
8 11 15
8 12 15
8 13 15
8 14 15
8 15 15
8 16 6
8 22 15
8 24 6
8 29 15
8 32 6
8 36 15
8 40 6
8 43 15
8 48 6
8 50 12
8 51 12
8 52 12
8 53 12
8 54 12
8 55 12
8 56 12
8 57 12
8 58 12
8 59 12
8 60 12
8 61 12
8 62 12
8 63 12
8 64 12
9 10 15
9 11 15
9 12 15
9 13 15
9 14 15
9 15 6
9 16 15
9 17 6
9 23 15
9 25 6
9 30 15
9 33 6
9 37 15
9 41 6
9 44 15
9 49 6
9 50 13
9 51 13
9 52 13
9 53 13
9 54 13
9 55 13
9 56 13
9 57 13
9 58 13
9 59 13
9 60 13
9 61 13
9 62 13
9 63 13
9 64 13
10 11 15
10 12 15
10 13 15
10 14 15
10 16 6
10 17 15
10 18 6
10 22 6
10 24 15
10 26 6
10 31 15
10 34 6
10 38 15
10 42 6
10 45 15
10 50 13
10 51 13
10 52 13
10 53 13
10 54 13
10 55 13
10 56 13
10 57 13
10 58 13
10 59 13
10 60 13
10 61 13
10 62 13
10 63 13
10 64 13
11 12 15
11 13 15
11 14 15
11 17 6
11 18 15
11 19 6
11 23 6
11 25 15
11 27 6
11 29 6
11 32 15
11 35 6
11 39 15
11 46 15
11 50 13
11 51 13
11 52 13
11 53 13
11 54 13
11 55 13
11 56 13
11 57 13
11 58 13
11 59 13
11 60 13
11 61 13
11 62 13
11 63 13
11 64 13
12 13 15
12 14 15
12 18 6
12 19 15
12 20 6
12 24 6
12 26 15
12 28 6
12 30 6
12 33 15
12 36 6
12 40 15
12 47 15
12 50 13
12 51 13
12 52 13
12 53 13
12 54 13
12 55 13
12 56 13
12 57 13
12 58 13
12 59 13
12 60 13
12 61 13
12 62 13
12 63 13
12 64 13
13 14 15
13 19 6
13 20 15
13 21 6
13 25 6
13 27 15
13 31 6
13 34 15
13 37 6
13 41 15
13 43 6
13 48 15
13 50 13
13 51 13
13 52 13
13 53 13
13 54 13
13 55 13
13 56 13
13 57 13
13 58 13
13 59 13
13 60 13
13 61 13
13 62 13
13 63 13
13 64 13
14 20 6
14 21 15
14 26 6
14 28 15
14 32 6
14 35 15
14 38 6
14 42 15
14 44 6
14 49 15
14 50 12
14 51 12
14 52 12
14 53 12
14 54 12
14 55 12
14 56 12
14 57 12
14 58 12
14 59 12
14 60 12
14 61 12
14 62 12
14 63 12
14 64 12
15 16 15
15 17 15
15 18 15
15 19 15
15 20 15
15 21 15
15 22 15
15 23 6
15 29 15
15 31 6
15 36 15
15 39 6
15 43 15
15 47 6
15 50 12
15 51 12
15 52 12
15 53 12
15 54 12
15 55 12
15 56 12
15 57 12
15 58 12
15 59 12
15 60 12
15 61 12
15 62 12
15 63 12
15 64 12
16 17 15
16 18 15
16 19 15
16 20 15
16 21 15
16 22 6
16 23 15
16 24 6
16 30 15
16 32 6
16 37 15
16 40 6
16 44 15
16 48 6
16 50 13
16 51 13
16 52 13
16 53 13
16 54 13
16 55 13
16 56 13
16 57 13
16 58 13
16 59 13
16 60 13
16 61 13
16 62 13
16 63 13
16 64 13
17 18 15
17 19 15
17 20 15
17 21 15
17 23 6
17 24 15
17 25 6
17 29 6
17 31 15
17 33 6
17 38 15
17 41 6
17 45 15
17 49 6
17 50 14
17 51 14
17 52 14
17 53 14
17 54 14
17 55 14
17 56 14
17 57 14
17 58 14
17 59 14
17 60 14
17 61 14
17 62 14
17 63 14
17 64 14
18 19 15
18 20 15
18 21 15
18 24 6
18 25 15
18 26 6
18 30 6
18 32 15
18 34 6
18 36 6
18 39 15
18 42 6
18 46 15
18 50 14
18 51 14
18 52 14
18 53 14
18 54 14
18 55 14
18 56 14
18 57 14
18 58 14
18 59 14
18 60 14
18 61 14
18 62 14
18 63 14
18 64 14
19 20 15
19 21 15
19 25 6
19 26 15
19 27 6
19 31 6
19 33 15
19 35 6
19 37 6
19 40 15
19 43 6
19 47 15
19 50 14
19 51 14
19 52 14
19 53 14
19 54 14
19 55 14
19 56 14
19 57 14
19 58 14
19 59 14
19 60 14
19 61 14
19 62 14
19 63 14
19 64 14
20 21 15
20 26 6
20 27 15
20 28 6
20 32 6
20 34 15
20 38 6
20 41 15
20 44 6
20 48 15
20 50 13
20 51 13
20 52 13
20 53 13
20 54 13
20 55 13
20 56 13
20 57 13
20 58 13
20 59 13
20 60 13
20 61 13
20 62 13
20 63 13
20 64 13
21 27 6
21 28 15
21 33 6
21 35 15
21 39 6
21 42 15
21 45 6
21 49 15
21 50 12
21 51 12
21 52 12
21 53 12
21 54 12
21 55 12
21 56 12
21 57 12
21 58 12
21 59 12
21 60 12
21 61 12
21 62 12
21 63 12
21 64 12
22 23 15
22 24 15
22 25 15
22 26 15
22 27 15
22 28 15
22 29 15
22 30 6
22 36 15
22 38 6
22 43 15
22 46 6
22 50 12
22 51 12
22 52 12
22 53 12
22 54 12
22 55 12
22 56 12
22 57 12
22 58 12
22 59 12
22 60 12
22 61 12
22 62 12
22 63 12
22 64 12
23 24 15
23 25 15
23 26 15
23 27 15
23 28 15
23 29 6
23 30 15
23 31 6
23 37 15
23 39 6
23 44 15
23 47 6
23 50 13
23 51 13
23 52 13
23 53 13
23 54 13
23 55 13
23 56 13
23 57 13
23 58 13
23 59 13
23 60 13
23 61 13
23 62 13
23 63 13
23 64 13
24 25 15
24 26 15
24 27 15
24 28 15
24 30 6
24 31 15
24 32 6
24 36 6
24 38 15
24 40 6
24 45 15
24 48 6
24 50 14
24 51 14
24 52 14
24 53 14
24 54 14
24 55 14
24 56 14
24 57 14
24 58 14
24 59 14
24 60 14
24 61 14
24 62 14
24 63 14
24 64 14
25 26 15
25 27 15
25 28 15
25 31 6
25 32 15
25 33 6
25 37 6
25 39 15
25 41 6
25 43 6
25 46 15
25 49 6
25 50 15
25 51 15
25 52 15
25 53 15
25 54 15
25 55 15
25 56 15
25 57 15
25 58 15
25 59 15
25 60 15
25 61 15
25 62 15
25 63 15
25 64 15
26 27 15
26 28 15
26 32 6
26 33 15
26 34 6
26 38 6
26 40 15
26 42 6
26 44 6
26 47 15
26 50 14
26 51 14
26 52 14
26 53 14
26 54 14
26 55 14
26 56 14
26 57 14
26 58 14
26 59 14
26 60 14
26 61 14
26 62 14
26 63 14
26 64 14
27 28 15
27 33 6
27 34 15
27 35 6
27 39 6
27 41 15
27 45 6
27 48 15
27 50 13
27 51 13
27 52 13
27 53 13
27 54 13
27 55 13
27 56 13
27 57 13
27 58 13
27 59 13
27 60 13
27 61 13
27 62 13
27 63 13
27 64 13
28 34 6
28 35 15
28 40 6
28 42 15
28 46 6
28 49 15
28 50 12
28 51 12
28 52 12
28 53 12
28 54 12
28 55 12
28 56 12
28 57 12
28 58 12
28 59 12
28 60 12
28 61 12
28 62 12
28 63 12
28 64 12
29 30 15
29 31 15
29 32 15
29 33 15
29 34 15
29 35 15
29 36 15
29 37 6
29 43 15
29 45 6
29 50 12
29 51 12
29 52 12
29 53 12
29 54 12
29 55 12
29 56 12
29 57 12
29 58 12
29 59 12
29 60 12
29 61 12
29 62 12
29 63 12
29 64 12
30 31 15
30 32 15
30 33 15
30 34 15
30 35 15
30 36 6
30 37 15
30 38 6
30 44 15
30 46 6
30 50 13
30 51 13
30 52 13
30 53 13
30 54 13
30 55 13
30 56 13
30 57 13
30 58 13
30 59 13
30 60 13
30 61 13
30 62 13
30 63 13
30 64 13
31 32 15
31 33 15
31 34 15
31 35 15
31 37 6
31 38 15
31 39 6
31 43 6
31 45 15
31 47 6
31 50 14
31 51 14
31 52 14
31 53 14
31 54 14
31 55 14
31 56 14
31 57 14
31 58 14
31 59 14
31 60 14
31 61 14
31 62 14
31 63 14
31 64 14
32 33 15
32 34 15
32 35 15
32 38 6
32 39 15
32 40 6
32 44 6
32 46 15
32 48 6
32 50 14
32 51 14
32 52 14
32 53 14
32 54 14
32 55 14
32 56 14
32 57 14
32 58 14
32 59 14
32 60 14
32 61 14
32 62 14
32 63 14
32 64 14
33 34 15
33 35 15
33 39 6
33 40 15
33 41 6
33 45 6
33 47 15
33 49 6
33 50 14
33 51 14
33 52 14
33 53 14
33 54 14
33 55 14
33 56 14
