32 148
1 5 -8
1 11 -9
1 15 13
1 18 14
1 21 -10
1 24 4
1 25 12
1 29 -14
1 30 -15
2 3 6
2 5 4
2 6 13
2 7 -10
2 12 -9
2 17 -2
2 19 2
2 20 13
2 21 -12
2 22 12
2 23 -4
2 24 -5
2 25 7
2 26 -15
2 27 -9
2 32 6
3 5 -2
3 8 6
3 13 14
3 14 3
3 27 -5
3 29 13
4 8 -13
4 12 -3
4 17 -5
4 18 15
4 19 9
4 21 -8
4 26 8
5 7 -2
5 9 9
5 10 -1
5 17 -2
5 19 8
5 24 10
6 7 -14
6 20 15
6 21 -5
6 26 12
6 28 10
6 29 8
6 30 -9
6 32 -13
7 11 1
7 16 -10
7 31 2
8 9 2
8 10 2
8 11 -4
8 14 5
8 18 15
8 19 -13
8 23 4
8 26 14
8 27 -11
8 28 3
8 32 -3
9 11 -4
9 17 -1
9 19 10
9 25 -8
9 27 -8
9 28 8
9 29 11
10 17 2
10 18 13
10 23 -1
10 24 -6
10 26 4
10 30 2
11 16 10
11 18 -8
11 26 4
11 28 1
12 13 -5
12 15 -2
12 16 6
12 19 -14
12 24 -7
12 25 3
13 14 10
13 15 -6
13 16 8
13 19 -5
13 20 -1
13 22 12
13 26 -13
13 31 -11
14 15 -15
14 21 1
14 22 -9
14 29 -8
15 17 -6
15 26 -11
15 29 -12
16 18 1
16 19 -1
16 20 13
16 24 -9
16 25 15
17 25 -6
17 27 14
17 28 -12
17 29 6
17 31 7
18 24 1
18 26 -15
18 28 2
18 30 -5
19 22 4
19 23 13
19 25 9
19 32 15
20 21 -3
20 25 -9
20 31 12
20 32 9
21 25 -2
22 24 13
22 25 13
22 32 6
23 25 -8
23 29 -2
23 30 14
23 31 -15
23 32 -5
24 25 -5
24 27 7
24 32 3
25 28 2
26 27 2
26 30 -3
26 31 15
28 30 12
28 32 -9
29 30 -11
29 31 -11
29 32 -6
31 32 3
