48 112
1 11 -9
1 19 2
2 37 12
2 38 -13
3 5 -3
3 18 3
3 31 10
3 43 -12
3 47 9
3 48 9
4 7 6
4 12 7
4 16 7
4 28 2
4 40 -5
5 29 -7
5 35 7
6 27 7
6 30 5
6 38 4
6 46 -9
6 47 -4
6 48 15
7 24 -6
7 35 -3
8 28 8
8 29 11
8 32 7
9 13 1
9 18 -13
9 35 -7
9 36 6
10 14 5
10 18 -8
10 21 8
10 31 -8
10 34 9
10 36 -3
10 47 -3
11 20 15
11 27 3
11 42 1
12 16 -7
12 19 7
12 36 12
12 40 6
13 36 -4
13 43 -11
14 21 -8
14 30 1
14 38 2
15 21 4
15 28 -12
15 35 3
15 41 -3
15 48 -11
16 32 -7
16 35 10
16 38 15
16 39 1
16 47 -13
16 48 11
17 19 2
17 22 -13
17 26 3
17 28 -2
17 36 4
17 39 13
18 21 -13
18 44 -7
18 47 7
19 23 6
19 36 -3
19 43 -10
20 23 11
20 30 10
21 32 9
21 46 12
21 48 -1
22 28 -7
22 41 -12
23 28 -7
23 39 -12
23 42 -15
24 35 7
24 45 -13
24 47 -12
25 31 8
25 46 -7
25 48 -11
26 33 -1
28 34 -13
28 36 -4
28 37 11
28 42 -2
29 40 -3
30 44 7
31 41 1
33 39 -7
33 47 -13
34 35 -2
34 36 -6
35 42 1
35 44 6
36 43 -10
36 47 -1
37 46 -1
37 48 9
38 43 -9
39 41 -14
39 48 -6
45 47 7
