64 1008
1 2 1
1 3 -10
1 4 2
1 5 10
1 7 -8
1 8 -7
1 11 -9
1 12 -11
1 13 -11
1 14 1
1 18 7
1 20 8
1 23 -6
1 24 -13
1 25 -13
1 27 -1
1 30 4
1 34 -6
1 35 -8
1 36 -12
1 39 -15
1 41 -5
1 43 -12
1 44 -8
1 45 -3
1 46 -14
1 47 -7
1 50 -5
1 52 -1
1 53 11
1 54 -9
1 55 -4
1 56 2
1 61 -4
1 62 14
1 63 -3
2 3 -2
2 4 2
2 5 2
2 7 -5
2 8 14
2 10 -4
2 13 -14
2 14 -9
2 16 -3
2 18 11
2 20 -10
2 21 -11
2 23 -1
2 29 -14
2 31 -5
2 37 -9
2 38 1
2 44 -8
2 46 -4
2 47 5
2 50 -12
2 51 -9
2 52 -7
2 54 -13
2 56 -12
2 58 14
2 59 -15
2 62 7
3 4 5
3 6 14
3 7 -8
3 9 -11
3 10 15
3 11 7
3 15 3
3 16 7
3 17 -3
3 19 -11
3 21 10
3 23 -11
3 24 -10
3 25 2
3 28 10
3 29 13
3 30 4
3 32 -1
3 35 -10
3 36 -8
3 38 -7
3 40 12
3 41 -13
3 45 -5
3 46 15
3 47 -11
3 49 -12
3 52 12
3 54 4
3 55 -4
3 57 -7
3 58 12
3 60 4
3 62 12
3 64 -13
4 5 3
4 11 10
4 13 -1
4 16 -8
4 20 14
4 22 5
4 23 4
4 24 7
4 25 -3
4 26 -5
4 28 5
4 31 6
4 34 9
4 37 -9
4 39 -10
4 41 -13
4 49 4
4 50 8
4 54 -10
4 56 -6
4 57 -7
4 59 -1
4 60 9
4 61 -6
4 63 -8
5 7 -2
5 9 -10
5 12 -14
5 14 -13
5 15 -10
5 20 1
5 23 -12
5 25 2
5 26 8
5 29 -6
5 31 4
5 33 -13
5 34 7
5 36 -3
5 43 8
5 45 -10
5 49 2
5 55 -7
5 56 -11
5 58 -15
5 59 1
5 62 -4
6 7 -6
6 9 13
6 10 6
6 13 -3
6 16 -2
6 17 11
6 18 6
6 22 -5
6 23 1
6 24 -7
6 26 -8
6 29 9
6 32 -11
6 33 2
6 37 -4
6 38 2
6 40 15
6 41 14
6 42 2
6 43 7
6 44 -4
6 45 3
6 48 -5
6 49 9
6 50 7
6 53 -9
6 54 12
6 56 -8
6 58 -7
6 59 -1
6 63 -10
6 64 10
7 8 -6
7 14 13
7 15 12
7 16 11
7 17 15
7 18 9
7 19 -6
7 21 -7
7 23 -7
7 28 5
7 29 -13
7 30 -12
7 31 2
7 34 -7
7 37 5
7 40 -11
7 41 -13
7 42 -6
7 44 -12
7 46 2
7 48 -2
7 50 -15
7 51 8
7 53 -11
7 54 12
7 55 7
7 58 11
7 59 -9
7 62 -13
7 64 -2
8 10 3
8 11 15
8 13 -1
8 15 7
8 17 -7
8 19 11
8 22 13
8 23 -2
8 24 15
8 29 12
8 31 -13
8 32 4
8 37 -7
8 39 8
8 41 11
8 42 3
8 44 3
8 47 14
8 50 -6
8 51 13
8 53 -6
8 55 -11
8 56 -5
8 57 -7
8 60 -13
8 61 -3
9 10 -14
9 11 -2
9 13 -10
9 16 15
9 17 -11
9 18 3
9 19 -5
9 20 -15
9 22 4
9 24 6
9 26 -1
9 27 -14
9 28 -7
9 30 1
9 32 1
9 33 1
9 34 15
9 36 9
9 45 12
9 46 -4
9 50 6
9 51 6
9 52 -12
9 53 -14
9 55 11
9 56 9
9 57 -13
9 59 6
9 60 12
9 62 15
10 12 14
10 14 5
10 18 4
10 21 -12
10 22 13
10 23 9
10 27 -5
10 28 1
10 30 14
10 31 7
10 33 13
10 35 -6
10 37 2
10 39 1
10 40 6
10 43 -13
10 44 3
10 46 8
10 48 -8
10 49 -13
10 50 9
10 51 14
10 53 -7
10 54 -10
10 56 10
10 59 -14
10 60 10
10 62 -6
10 63 -11
10 64 -15
11 12 15
11 14 -9
11 15 15
11 18 3
11 19 7
11 20 -5
11 21 6
11 22 -15
11 24 10
11 26 -1
11 27 9
11 28 2
11 32 -8
11 33 1
11 39 -7
11 42 3
11 43 -14
11 46 -5
11 47 -6
11 49 -10
11 51 1
11 52 -8
11 53 -7
11 58 -4
11 59 -1
11 62 10
12 13 12
12 16 5
12 20 13
12 28 -14
12 33 -12
12 34 4
12 35 3
12 41 6
12 42 6
12 44 -9
12 46 -3
12 47 -5
12 48 6
12 49 13
12 51 5
12 52 -3
12 53 -5
12 54 -10
12 55 -2
12 58 4
12 59 2
12 63 -11
12 64 8
13 14 7
13 15 13
13 16 6
13 18 11
13 20 4
13 22 -14
13 25 -10
13 26 -5
13 27 2
13 29 -1
13 31 15
13 34 -7
13 36 14
13 39 -2
13 43 4
13 45 13
13 47 -9
13 51 -9
13 53 7
13 54 9
13 57 1
13 59 13
13 60 -8
13 62 4
13 63 -2
13 64 5
14 15 -9
14 17 -2
14 18 1
14 23 14
14 25 7
14 26 11
14 28 14
14 31 -8
14 33 9
14 34 1
14 36 -14
14 37 -10
14 38 -9
14 40 -1
14 41 -13
14 42 14
14 45 -6
14 47 14
14 48 -12
14 49 3
14 50 -15
14 52 -2
14 56 -1
14 59 2
14 60 7
14 62 14
14 64 7
15 16 -9
15 17 15
15 22 -5
15 24 -12
15 26 -1
15 27 -10
15 28 3
15 34 5
15 37 12
15 38 4
15 40 -13
15 43 13
15 48 2
15 49 3
15 50 8
15 51 12
15 54 -5
15 55 -13
15 57 -8
15 60 -7
15 64 -1
16 20 11
16 21 14
16 23 -8
16 25 1
16 27 -9
16 30 -4
16 32 12
16 33 6
16 34 -9
16 35 -6
16 36 2
16 37 6
16 39 13
16 40 -3
16 43 -8
16 45 7
16 46 -12
16 49 3
16 51 -11
16 53 14
16 59 4
16 60 -4
16 61 -11
16 63 2
16 64 6
17 21 11
17 23 -11
17 25 12
17 26 -15
17 27 -9
17 29 10
17 31 -14
17 32 3
17 34 4
17 37 4
17 38 4
17 40 -6
17 41 -4
17 42 14
17 47 -2
17 48 1
17 49 -5
17 51 -5
17 52 3
17 54 -10
17 55 7
17 61 -9
17 62 -3
17 63 -6
18 19 -5
18 21 -13
18 23 -3
18 26 12
18 28 3
18 29 -3
18 30 11
18 31 -14
18 32 -12
18 37 7
18 38 1
18 45 1
18 47 13
18 51 -10
18 52 -4
18 54 14
18 55 8
18 56 -1
18 57 -1
18 59 8
18 62 -1
18 64 -6
19 20 -14
19 21 -14
19 22 -13
19 23 15
19 26 -1
19 29 4
19 31 -6
19 32 -2
19 33 13
19 36 1
19 37 -2
19 41 -14
19 44 -13
19 46 3
19 47 14
19 48 -2
19 51 -10
19 54 7
19 55 1
19 56 -5
19 57 12
19 58 2
19 59 6
19 60 2
19 63 -1
20 22 7
20 23 6
20 25 -11
20 28 -1
20 29 8
20 30 4
20 32 -12
20 33 -2
20 34 1
20 36 -4
20 39 9
20 40 14
20 43 1
20 44 -14
20 45 -7
20 46 1
20 47 -14
20 50 4
20 54 6
20 56 12
20 58 -5
20 60 10
21 22 1
21 24 4
21 28 -2
21 30 -8
21 33 -4
21 41 -7
21 42 -10
21 44 1
21 47 8
21 50 -8
21 54 5
21 56 -5
21 57 6
21 59 10
21 60 13
21 62 -15
21 64 -1
22 23 5
22 26 -5
22 27 -8
22 29 -8
22 33 -5
22 34 4
22 36 10
22 38 14
22 45 4
22 47 -5
22 49 -4
22 54 -11
22 57 14
22 58 -11
22 59 -1
22 62 11
23 24 -15
23 27 14
23 28 8
23 29 9
23 31 -1
23 33 -12
23 34 -9
23 36 -7
23 37 -13
23 39 -8
23 41 3
23 42 -2
23 43 12
23 44 -1
23 47 10
23 49 -5
23 50 -13
23 51 1
23 56 2
23 58 7
23 59 -13
23 60 -11
23 61 -1
23 63 -6
23 64 -9
24 25 8
24 26 -15
24 27 -1
24 28 -15
24 30 6
24 34 -1
24 35 15
24 38 -10
24 41 -6
24 43 -11
24 44 4
24 45 -1
24 46 -6
24 51 5
24 55 -15
24 56 -11
24 57 -2
24 59 -14
24 60 7
24 61 -4
24 63 5
25 26 2
25 28 9
25 30 -1
25 31 4
25 32 13
25 33 -7
25 36 -1
25 38 1
25 39 7
25 41 -5
25 42 -10
25 44 -1
25 49 -4
25 52 -12
25 53 -4
25 54 -2
25 55 7
25 57 -9
25 62 -4
25 64 4
26 27 5
26 28 10
26 29 14
26 30 -8
26 31 -11
26 35 15
26 36 -5
26 38 -4
26 39 13
26 41 5
26 42 -7
26 43 -6
26 44 -1
26 47 -4
26 50 -3
26 51 -6
26 52 -9
26 54 14
26 55 -5
26 56 1
26 57 4
26 58 -2
26 59 -7
26 60 9
26 61 3
26 64 14
27 28 14
27 29 11
27 30 14
27 35 14
27 36 15
27 40 15
27 42 5
27 43 3
27 44 -12
27 45 15
27 48 8
27 49 -11
27 50 9
27 51 11
27 52 14
27 53 13
27 54 7
27 56 1
27 57 3
27 60 5
27 62 10
27 64 12
28 30 4
28 32 6
28 36 2
28 37 1
28 39 -2
28 40 3
28 41 12
28 42 9
28 43 10
28 45 -10
28 49 -9
28 50 -13
28 52 -12
28 53 3
28 55 12
28 59 -12
28 60 -11
28 62 6
28 64 7
29 37 -4
29 38 -15
29 39 -4
29 41 -3
29 42 -3
29 43 -13
29 50 9
29 51 10
29 52 -3
29 53 -5
29 55 -13
29 56 -10
29 59 -9
29 62 -12
30 32 5
30 34 7
30 37 -15
30 39 2
30 41 -9
30 42 -11
30 43 15
30 48 -10
30 52 -3
30 53 8
30 57 2
30 58 10
30 59 2
30 61 11
30 63 -1
31 33 15
31 38 -1
31 40 -4
31 41 -13
31 44 -15
31 45 -13
31 46 -1
31 47 11
31 48 -2
31 49 12
31 51 -1
31 52 14
31 55 5
31 56 -4
31 59 -13
31 60 5
31 61 15
31 62 -7
31 63 8
32 33 14
32 37 -13
32 40 12
32 45 -8
32 47 7
32 51 -12
32 52 -8
32 54 5
32 55 3
32 57 13
32 58 12
33 34 2
33 36 9
33 37 -7
33 40 15
33 41 12
33 44 -9
33 48 -6
33 49 -2
33 52 12
33 57 4
33 59 7
33 61 -7
33 63 9
33 64 8
34 35 -3
34 36 -9
34 38 -7
34 39 7
34 40 11
34 44 -10
34 47 7
34 48 -4
34 52 -3
34 53 -14
34 55 -5
34 58 -1
34 60 -9
34 61 -6
35 36 13
35 37 -2
35 40 2
35 44 -10
35 45 4
35 46 1
35 47 -14
35 48 -13
35 49 9
35 52 -2
35 55 -10
35 57 -7
35 58 -12
35 60 15
35 64 7
36 37 13
36 38 7
36 41 12
36 45 -6
36 47 15
36 48 8
36 52 -4
36 54 -15
36 55 11
36 57 -4
36 59 -11
36 60 3
36 61 11
36 64 12
37 38 -14
37 39 14
37 40 -13
37 42 6
37 47 12
37 48 10
37 49 11
37 51 -6
37 52 14
37 53 -6
37 54 -3
37 59 -4
37 60 15
37 61 15
37 62 -4
37 64 -8
38 42 14
38 43 7
38 46 -6
38 49 -3
38 55 2
38 57 8
38 58 -15
38 61 -8
38 62 6
38 63 -14
38 64 -6
39 40 -6
39 42 -15
39 44 -10
39 47 13
39 49 6
39 50 1
39 51 -9
39 52 -7
39 53 -2
39 54 -13
39 57 11
39 58 4
39 64 -1
40 41 2
40 44 -7
40 45 15
40 47 -9
40 49 -13
40 51 1
40 55 -8
40 56 -9
40 57 -13
40 60 13
40 62 -12
40 63 -4
40 64 10
41 43 -13
41 48 -9
41 50 -14
41 52 2
41 53 -14
41 55 7
41 56 -11
41 58 -3
41 60 8
41 61 -4
42 43 7
42 44 -6
42 45 -2
42 47 -3
42 48 8
42 49 -12
42 53 -4
42 57 4
42 58 6
42 59 2
42 62 6
42 64 4
43 44 7
43 45 11
43 47 -10
43 49 3
43 51 9
43 52 -8
43 53 -9
43 56 11
43 57 1
43 60 -8
43 62 -2
44 48 5
44 51 4
44 52 1
44 53 -1
44 54 -12
44 55 1
44 57 10
44 61 -4
44 63 -11
45 47 14
45 49 -13
45 50 -4
45 51 -9
45 52 -6
45 54 11
45 55 3
45 56 4
45 57 -2
45 58 -8
45 61 -4
45 62 13
45 64 -1
46 47 -10
46 48 -9
46 51 -6
46 52 -9
46 53 1
46 54 14
46 57 7
46 62 9
46 63 8
46 64 2
47 48 -6
47 50 3
47 52 -7
47 55 14
47 63 -7
47 64 -7
48 49 -6
48 50 -5
48 51 -10
48 54 -13
48 56 5
48 57 5
48 59 15
48 61 1
48 63 1
48 64 13
49 54 -7
49 55 -6
49 58 -2
49 59 -3
49 60 9
49 62 -15
49 64 -11
50 51 3
50 53 -1
50 54 6
50 55 -13
50 57 6
50 59 -7
50 61 -5
50 62 -7
51 55 -11
51 59 -11
51 61 -10
52 53 -6
52 54 13
52 56 -13
52 59 -13
52 60 6
