48 564
1 7 11
1 11 -3
1 12 8
1 14 4
1 16 9
1 17 -8
1 19 -3
1 23 -13
1 25 15
1 26 5
1 27 7
1 30 1
1 31 -8
1 33 15
1 34 2
1 35 -10
1 36 -9
1 37 14
1 38 9
1 39 -9
1 42 13
1 47 -7
1 48 4
2 5 -14
2 7 15
2 8 6
2 10 14
2 11 -12
2 12 -7
2 24 1
2 26 11
2 28 -11
2 29 -14
2 30 13
2 31 -13
2 32 11
2 34 2
2 39 -3
2 40 14
2 42 -3
2 43 -4
2 44 -10
3 6 12
3 7 -15
3 8 -12
3 9 2
3 13 -2
3 14 -1
3 15 -9
3 16 12
3 17 11
3 19 8
3 20 3
3 23 10
3 26 13
3 30 14
3 31 1
3 34 -5
3 35 13
3 37 10
3 39 -13
3 40 6
3 42 -4
3 45 -14
3 46 7
3 48 9
4 5 4
4 6 13
4 9 -4
4 11 10
4 13 11
4 14 4
4 16 -6
4 21 -7
4 22 -3
4 27 7
4 28 -15
4 31 -8
4 32 6
4 33 6
4 34 13
4 35 15
4 36 13
4 37 13
4 42 10
5 7 -6
5 8 -10
5 9 -14
5 10 -14
5 13 -10
5 16 -15
5 19 -2
5 20 8
5 21 7
5 22 -15
5 23 10
5 24 11
5 29 -12
5 31 12
5 35 -8
5 37 4
5 39 -10
5 40 -10
5 42 -14
5 43 -4
6 9 -2
6 10 13
6 11 1
6 15 13
6 18 7
6 20 -1
6 21 5
6 22 -14
6 25 7
6 27 -12
6 30 8
6 31 1
6 32 6
6 33 1
6 36 -1
6 37 3
6 38 6
6 41 -1
6 44 6
6 45 -12
6 46 -9
6 47 4
6 48 -3
7 8 -5
7 9 14
7 10 -11
7 12 5
7 14 -2
7 16 -5
7 17 -7
7 18 4
7 19 6
7 21 15
7 25 6
7 26 -8
7 28 -5
7 29 15
7 32 14
7 33 1
7 36 -5
7 37 -11
7 38 -10
7 42 5
7 43 -9
7 44 -2
7 46 -2
8 9 7
8 10 -14
8 12 -3
8 15 15
8 16 12
8 17 2
8 22 -11
8 23 -1
8 25 -8
8 26 -1
8 27 11
8 28 -6
8 29 -9
8 30 -3
8 34 5
8 35 -14
8 36 9
8 38 -13
8 40 11
8 43 6
8 44 2
8 45 -14
8 46 8
9 11 1
9 14 -14
9 15 -12
9 16 7
9 17 -7
9 18 8
9 19 13
9 27 -4
9 28 6
9 29 12
9 30 12
9 34 6
9 35 12
9 36 -9
9 38 3
9 40 -12
9 43 -15
10 13 14
10 14 1
10 17 -1
10 19 -1
10 21 -3
10 23 -2
10 24 8
10 25 14
10 26 -9
10 29 -1
10 31 8
10 34 10
10 35 -12
10 37 5
10 38 -2
10 39 8
10 41 15
10 42 -10
10 44 -11
10 45 -8
10 47 -9
11 12 -9
11 14 -4
11 15 -13
11 17 2
11 19 -10
11 21 -13
11 23 13
11 24 1
11 25 13
11 26 10
11 27 14
11 28 -1
11 30 1
11 31 -9
11 33 -14
11 35 -9
11 37 -1
11 38 -8
11 40 6
11 41 -12
11 42 -7
11 45 5
11 46 -10
11 47 -7
11 48 -12
12 14 -1
12 15 13
12 16 -10
12 17 11
12 19 7
12 21 9
12 22 -14
12 25 12
12 28 2
12 29 13
12 31 13
12 33 -5
12 34 -15
12 36 3
12 38 -15
12 39 9
12 41 -10
12 42 -3
12 44 -3
12 46 -4
13 15 -8
13 16 9
13 17 14
13 18 -9
13 19 -2
13 20 -2
13 21 -8
13 22 -7
13 24 4
13 25 -7
13 26 -13
13 27 -1
13 31 5
13 35 -12
13 36 13
13 40 2
13 42 1
13 45 5
13 46 6
14 17 1
14 18 -13
14 19 13
14 20 12
14 23 -14
14 24 -11
14 27 9
14 28 -9
14 30 11
14 33 2
14 34 -7
14 35 -10
14 36 -9
14 37 -2
14 39 10
14 42 -6
14 43 -7
14 44 2
15 18 11
15 19 -4
15 20 -15
15 22 -8
15 23 9
15 25 -1
15 27 -1
15 28 -1
15 30 8
15 35 9
15 36 1
15 38 -15
15 39 -14
15 41 -7
15 46 4
15 48 1
16 17 5
16 18 6
16 19 -9
16 21 -1
16 27 5
16 31 3
16 32 -13
16 33 -13
16 35 13
16 36 6
16 37 2
16 39 8
16 40 6
16 42 -3
16 44 2
16 46 15
16 48 13
17 18 9
17 19 15
17 22 4
17 25 -8
17 27 -5
17 30 12
17 31 -1
17 32 -14
17 36 5
17 38 -13
