32 148
1 8 10
1 15 -6
1 17 8
1 19 8
1 22 5
1 25 -1
1 29 -10
1 31 -11
2 5 -6
2 7 6
2 8 8
2 10 2
2 12 -3
2 17 -7
2 19 1
2 20 6
2 21 2
2 25 14
2 27 -7
2 28 -5
2 30 -1
3 5 3
3 8 1
3 9 -11
3 10 5
3 16 4
3 19 3
3 22 4
3 23 -13
3 25 -10
3 29 -8
4 8 9
4 13 -7
4 14 11
4 15 -5
4 16 -14
4 17 -7
4 20 1
4 22 7
4 26 7
4 27 -1
4 30 4
5 6 10
5 8 11
5 14 -10
5 20 6
5 23 -4
5 24 -13
5 26 -2
5 30 5
6 12 -2
6 13 4
6 15 -11
6 16 -11
6 21 2
6 26 -14
7 8 -2
7 12 -14
7 14 13
7 21 15
7 22 -12
7 24 8
7 26 -8
7 29 10
8 18 -7
8 20 -4
8 22 13
9 18 -1
9 22 -4
9 25 -5
9 27 9
9 29 -9
10 11 -13
10 15 -11
10 18 13
10 26 -10
11 13 -13
11 23 -11
11 30 -10
11 32 -9
12 13 5
12 17 3
12 20 5
12 21 -12
12 22 -6
12 23 11
12 26 7
12 28 7
12 29 10
12 30 -8
13 19 14
13 23 -3
13 29 14
13 30 9
13 31 5
13 32 -8
14 16 3
14 19 8
14 25 -7
14 26 1
14 27 -2
14 31 -2
15 17 5
15 25 9
16 19 8
16 21 -9
16 24 2
17 18 -5
17 23 -5
17 26 8
17 27 -1
17 28 9
17 29 -3
17 31 -3
18 19 -10
18 21 14
18 24 -1
18 25 4
18 26 -9
18 28 -5
19 20 -1
19 21 -15
19 23 -7
19 27 4
19 31 1
20 25 -7
20 28 7
20 32 11
21 25 1
22 25 6
22 27 7
22 28 7
22 29 9
22 31 -7
23 25 -10
23 26 6
23 28 12
23 31 12
24 28 -9
24 29 -9
25 27 -2
26 27 -11
26 28 -15
26 32 12
27 32 4
28 30 -1
28 32 -8
29 30 4
