48 112
1 13 -4
1 28 2
1 34 5
1 37 7
1 38 12
1 45 6
2 3 2
2 12 -15
2 13 -8
2 29 14
3 33 2
3 40 -7
4 7 -2
4 9 13
4 25 3
4 29 13
4 41 6
5 14 3
5 26 8
5 30 11
5 33 14
5 42 -2
5 47 -2
5 48 12
7 8 1
7 11 7
7 17 -4
7 19 9
7 28 4
7 31 -9
7 37 13
8 33 -14
8 39 2
9 11 -8
9 16 2
9 25 14
9 39 12
9 48 -6
10 11 6
10 13 -8
10 22 12
10 23 -3
10 32 12
10 37 -15
10 39 10
10 41 6
10 44 6
11 24 15
11 30 15
12 30 8
12 31 -1
12 37 13
12 44 -1
12 46 12
13 16 2
13 26 -2
13 31 5
14 17 12
14 20 -13
14 22 8
14 28 -10
14 32 -5
15 43 8
15 47 -9
16 19 -6
16 40 5
16 43 -4
17 48 -10
18 27 12
18 45 -13
18 46 -7
19 20 -10
19 27 13
19 30 -15
19 33 10
20 36 -3
21 29 10
21 44 -6
22 25 11
22 28 3
22 44 -11
23 30 -15
24 25 10
24 31 -6
24 41 -8
25 27 -3
25 30 8
25 32 5
25 36 7
25 48 4
26 32 -6
26 39 11
26 45 -15
27 42 12
27 47 -9
28 29 10
28 45 -1
28 46 8
29 36 15
29 43 -2
30 46 9
31 43 1
31 48 3
33 41 8
34 40 8
36 48 -10
38 42 13
39 41 15
39 48 13
40 41 -4
44 48 4
45 46 10
