16 84
1 2 14
1 3 -2
1 5 15
1 6 -5
1 7 -7
1 9 10
1 10 -10
1 11 -7
1 12 3
1 13 6
1 14 -7
1 15 -1
1 16 -4
2 5 -5
2 6 1
2 7 -15
2 9 -7
2 11 -14
2 12 12
2 14 -8
2 15 2
3 4 -8
3 5 -9
3 8 -10
3 10 -2
3 11 -4
3 12 11
3 13 2
3 14 -5
3 16 -4
4 5 11
4 7 -8
4 8 9
4 10 -8
4 11 -8
4 12 3
4 14 13
4 15 4
4 16 -11
5 6 -2
5 8 15
5 9 -11
5 10 -9
5 12 -4
5 13 7
5 14 -1
5 15 -14
5 16 11
6 7 -13
6 8 -14
6 9 2
6 10 -12
6 11 -8
6 13 -6
6 14 -14
6 15 -7
6 16 -10
7 8 2
7 10 11
7 11 -7
7 12 -2
7 13 -4
7 15 15
7 16 -15
8 11 1
8 12 -9
8 13 8
8 14 -13
8 15 11
8 16 1
9 10 -5
9 13 3
9 16 -12
10 11 2
10 13 9
10 14 1
10 15 4
10 16 10
11 16 6
12 13 7
12 15 -1
12 16 9
13 15 -8
13 16 13
