16 108
1 2 15
1 3 -4
1 4 12
1 5 8
1 6 -15
1 7 7
1 8 -11
1 9 -15
1 10 10
1 11 1
1 12 9
1 13 -12
1 15 10
1 16 -14
2 3 -3
2 4 -3
2 5 -5
2 6 5
2 7 -5
2 8 -15
2 10 15
2 11 8
2 12 8
2 14 -12
2 15 -5
2 16 4
3 4 10
3 5 3
3 6 11
3 7 -1
3 8 -5
3 9 -3
3 10 -5
3 11 7
3 12 6
3 13 -10
3 14 9
3 15 5
3 16 15
4 5 8
4 6 -1
4 7 -7
4 8 9
4 9 14
4 10 -3
4 11 -14
4 12 8
4 13 -3
4 14 -7
4 15 1
4 16 -12
5 6 -2
5 7 -6
5 8 -2
5 10 -10
5 11 11
5 12 10
5 13 -6
5 14 13
5 15 8
5 16 7
6 7 1
6 8 10
6 9 10
6 10 11
6 11 -8
6 12 -7
6 13 9
6 14 7
6 15 -2
6 16 10
7 8 -4
7 9 -4
7 10 13
7 11 -5
7 12 -11
7 14 10
7 15 4
7 16 -14
8 9 11
8 12 -7
8 13 15
8 14 4
8 15 -7
8 16 15
9 10 -1
9 11 11
9 12 -11
9 13 12
9 14 -15
9 15 -12
9 16 5
10 11 -2
10 12 7
10 13 7
10 14 -13
10 15 -10
10 16 -4
11 13 1
11 14 -14
11 15 -12
11 16 5
12 13 -8
12 14 -5
13 14 6
13 15 -2
13 16 10
15 16 -2
