32 148
1 3 15
1 6 11
1 8 -6
1 12 -1
1 13 -10
1 14 15
1 16 -15
1 21 3
1 23 -5
1 27 10
1 28 -8
1 31 -12
2 4 15
2 5 8
2 8 -4
2 10 -6
2 15 6
2 16 -6
2 17 -14
2 20 15
2 30 9
2 31 -10
3 4 10
3 5 -7
3 6 -9
3 10 -15
3 14 -5
3 17 11
3 18 -2
3 19 -11
3 29 8
4 9 5
4 17 -6
4 19 -11
4 20 4
4 21 4
4 23 8
4 32 -12
5 6 14
5 10 5
5 11 5
5 15 4
5 16 5
5 17 -10
5 23 1
5 25 11
5 32 12
6 7 7
6 10 -4
6 14 -13
6 22 13
6 26 -14
6 28 -6
6 29 4
7 9 -12
7 20 -3
7 22 -15
7 25 8
7 29 -6
7 31 15
7 32 13
8 15 -8
8 19 7
8 21 -1
8 22 4
8 26 11
8 29 -12
8 30 4
9 15 11
9 28 10
10 17 -1
10 20 -5
10 23 -10
10 25 8
10 30 10
10 32 -1
11 15 13
11 16 13
11 19 -12
11 20 9
11 24 -14
11 25 -8
11 26 7
11 28 11
11 30 1
11 32 6
12 14 12
12 15 6
12 17 9
12 18 7
12 19 -15
12 20 -7
12 21 13
12 26 -9
12 29 14
12 31 -4
13 14 -15
13 16 -4
13 20 5
13 22 -2
13 26 14
13 29 -8
13 30 10
13 31 -3
14 19 4
14 24 -11
14 25 2
15 16 -1
15 22 5
15 24 6
15 29 15
16 18 -4
16 20 5
16 22 -8
16 25 -2
16 30 11
16 31 15
17 23 13
18 19 11
18 20 3
18 25 13
18 27 -14
18 31 12
19 20 -11
19 24 -5
20 23 -8
20 24 14
20 26 -11
20 28 8
20 30 -4
20 31 -5
21 24 -15
21 28 3
21 30 6
22 25 9
22 29 -1
23 30 11
23 31 -7
23 32 -14
24 26 -12
24 30 12
24 32 -8
25 26 -12
25 31 -13
26 31 -12
26 32 -4
28 32 7
30 31 14
