32 248
1 2 -9
1 3 14
1 6 10
1 7 11
1 16 -11
1 19 -11
1 21 4
1 27 -7
1 29 -1
1 32 -2
2 4 1
2 5 -12
2 7 13
2 9 -7
2 10 -15
2 13 -3
2 16 -6
2 17 -11
2 20 -11
2 22 -4
2 25 13
2 26 -15
2 29 4
2 30 12
2 31 -12
2 32 -4
3 4 -7
3 8 -9
3 9 3
3 12 2
3 13 11
3 14 -13
3 15 -15
3 16 -3
3 17 10
3 18 -1
3 20 4
3 21 -1
3 22 12
3 23 10
3 26 -10
3 27 15
3 29 6
3 31 15
4 5 -12
4 6 -12
4 8 -1
4 10 15
4 13 -15
4 14 4
4 15 -7
4 18 -9
4 19 -6
4 20 9
4 21 -14
4 22 -4
4 23 -13
4 31 6
5 7 1
5 10 4
5 15 15
5 16 13
5 18 4
5 19 14
5 20 -2
5 21 -10
5 22 3
5 24 15
5 25 8
5 27 -5
5 31 -2
6 7 -9
6 8 3
6 9 13
6 12 -12
6 15 11
6 16 8
6 17 15
6 22 8
6 25 -10
6 26 -7
6 27 13
6 31 -11
7 9 12
7 13 -6
7 14 15
7 19 7
7 20 -13
7 22 7
7 23 5
7 26 -5
7 28 8
7 29 -1
7 31 3
8 12 10
8 15 3
8 17 -10
8 19 7
8 20 -12
8 22 -12
8 25 -6
8 27 6
8 28 2
8 29 -11
8 30 14
8 32 6
9 10 11
9 11 -8
9 12 8
9 13 13
9 14 15
9 16 11
9 17 6
9 19 1
9 21 -5
9 22 -5
9 25 -3
9 26 -7
9 27 12
9 28 13
9 29 -5
9 30 -6
9 31 -15
10 12 -9
10 14 -10
10 16 9
10 17 4
10 20 11
10 22 -12
10 23 -13
10 25 13
10 27 -5
10 30 -10
10 32 -9
11 13 -12
11 15 -7
11 16 -10
11 18 -15
11 20 -5
11 21 -7
11 23 -4
11 26 -6
11 27 -9
11 28 1
11 29 4
11 32 -1
12 13 -5
12 15 12
12 21 15
12 25 -1
12 27 14
12 28 -15
12 29 5
12 31 12
13 16 1
13 17 1
13 18 2
13 21 13
13 23 -7
13 24 -2
13 25 13
13 26 2
13 27 -9
13 28 7
14 15 2
14 16 2
14 17 -5
14 19 -7
14 20 -5
14 22 2
14 26 4
14 27 -2
14 28 5
14 29 6
15 18 11
15 22 8
15 24 2
15 26 10
15 28 -8
16 18 -6
16 19 15
16 20 -10
16 23 -2
16 24 11
16 27 6
16 31 -4
17 18 15
17 19 14
17 20 2
17 21 -7
17 22 -5
17 23 -13
17 25 2
17 26 -14
17 30 11
18 19 -4
18 20 5
18 21 -14
18 25 -1
18 26 -15
18 28 -1
18 29 -12
18 30 4
19 20 -9
19 22 4
19 23 -13
19 25 -11
19 26 -8
19 27 -8
19 29 12
20 21 -3
20 25 7
20 27 -12
20 28 8
21 22 11
21 26 -13
21 27 9
21 28 6
21 32 12
22 24 14
22 25 -2
22 27 -5
22 28 15
22 29 10
22 30 -1
22 32 -11
23 24 -2
23 25 3
23 26 -9
23 27 -5
23 28 14
23 31 -15
24 25 10
24 29 -10
24 31 -2
24 32 -1
25 26 7
25 28 6
25 29 -8
25 32 12
26 31 3
27 31 -15
28 31 15
28 32 -10
29 30 -11
29 32 11
30 32 -6
31 32 -2
