48 1015
1 2 6
1 3 11
1 4 9
1 5 -7
1 6 -15
1 7 -3
1 8 -5
1 9 13
1 10 -11
1 11 -13
1 12 6
1 13 -7
1 14 -1
1 15 5
1 16 7
1 17 11
1 18 -7
1 19 2
1 21 11
1 22 -8
1 23 -11
1 25 -8
1 26 -15
1 27 -8
1 28 13
1 30 12
1 32 14
1 33 -15
1 34 -15
1 35 -6
1 36 14
1 42 -14
1 44 8
1 45 -9
1 46 3
1 47 7
1 48 3
2 3 -10
2 4 -5
2 6 -10
2 7 2
2 8 12
2 9 4
2 10 -11
2 11 1
2 12 15
2 13 7
2 14 -11
2 15 12
2 16 -5
2 17 -9
2 18 -15
2 19 -12
2 20 5
2 21 6
2 22 2
2 23 15
2 24 9
2 25 3
2 26 12
2 27 7
2 28 -4
2 30 -15
2 31 -6
2 32 -4
2 33 12
2 34 -1
2 36 -2
2 37 8
2 38 -7
2 39 8
2 40 2
2 41 -4
2 42 -15
2 43 -8
2 44 -4
2 46 7
2 47 -13
2 48 -8
3 4 -3
3 5 2
3 6 3
3 7 -6
3 8 5
3 9 -10
3 10 14
3 11 -3
3 12 -3
3 13 3
3 14 15
3 15 -7
3 16 -9
3 17 6
3 18 -12
3 19 5
3 21 -12
3 22 -5
3 23 -11
3 24 8
3 25 13
3 26 13
3 27 7
3 28 -15
3 29 6
3 30 8
3 31 -14
3 32 -12
3 33 -13
3 34 3
3 35 11
3 36 3
3 38 -11
3 39 -7
3 40 -2
3 41 14
3 42 -15
3 44 -13
3 45 3
3 46 8
3 47 11
3 48 -14
4 5 -2
4 6 -14
4 7 3
4 8 9
4 10 3
4 12 -9
4 13 11
4 15 -6
4 16 -13
4 17 -14
4 18 11
4 19 5
4 20 -2
4 21 -8
4 22 3
4 23 -12
4 24 -3
4 25 3
4 26 -1
4 27 15
4 28 -15
4 29 9
4 30 14
4 31 5
4 32 11
4 33 3
4 34 11
4 35 8
4 36 -11
4 37 11
4 38 9
4 39 -1
4 40 9
4 41 -1
4 42 -3
4 43 -14
4 44 2
4 45 -7
4 46 6
4 47 13
4 48 -4
5 7 -11
5 9 -5
5 10 -13
5 12 12
5 14 -10
5 15 4
5 16 -9
5 17 -2
5 18 -4
5 19 -15
5 20 12
5 21 -9
5 23 12
5 24 -4
5 25 12
5 26 13
5 27 8
5 28 5
5 29 -14
5 30 12
5 31 -4
5 32 -9
5 33 -3
5 35 -3
5 36 -1
5 37 -6
5 39 14
5 40 -14
5 41 -12
5 42 -12
5 43 11
5 44 9
5 45 -1
5 46 -9
5 47 -10
5 48 -15
6 8 1
6 9 -11
6 10 -8
6 11 12
6 12 10
6 13 8
6 14 1
6 15 -6
6 16 -12
6 17 12
6 18 -4
6 19 -5
6 20 -5
6 21 -12
6 22 -8
6 23 -8
6 24 -10
6 25 -12
6 26 10
6 27 5
6 28 8
6 29 7
6 30 15
6 31 -6
6 32 -2
6 34 -6
6 35 5
6 36 2
6 37 -6
6 38 9
6 39 1
6 40 1
6 41 13
6 42 -9
6 43 -6
6 45 -8
6 47 13
6 48 -3
7 8 2
7 9 -15
7 10 -3
7 11 -13
7 12 -12
7 14 -9
7 15 -9
7 16 9
7 18 1
7 19 -5
7 20 -2
7 21 -10
7 23 -11
7 25 -6
7 26 2
7 27 -15
7 28 9
7 29 -4
7 30 9
7 31 -2
7 32 4
7 33 2
7 34 -9
7 35 -4
7 37 -12
7 38 -5
7 39 -3
7 42 -6
7 43 -9
7 45 -6
7 46 10
7 47 -12
7 48 2
8 9 -15
8 10 7
8 11 -10
8 12 2
8 13 14
8 14 -2
8 15 5
8 16 -1
8 17 -14
8 18 9
8 19 -1
8 21 -12
8 22 1
8 23 12
8 24 -8
8 25 -5
8 26 -4
8 27 -13
8 28 -11
8 29 13
8 30 4
8 31 2
8 32 -4
8 33 -6
8 34 -4
8 35 14
8 36 -11
8 37 6
8 38 2
8 39 2
8 40 13
8 41 8
8 42 -14
8 43 -3
8 45 7
8 46 -3
8 47 9
8 48 4
9 10 10
9 13 -14
9 14 -4
9 15 2
9 16 15
9 18 10
9 19 -15
9 21 8
9 23 -2
9 24 5
9 25 6
9 26 11
9 27 -7
9 28 9
9 29 13
9 30 5
9 31 -5
9 32 -14
9 33 2
9 34 -14
9 35 -2
9 36 10
9 37 -9
9 38 3
9 39 -9
9 40 13
9 41 6
9 42 8
9 43 -1
9 44 -11
9 45 7
9 46 -13
9 47 -1
9 48 -1
10 11 1
10 12 -15
10 13 4
10 14 -6
10 15 3
10 16 1
10 17 2
10 19 -14
10 20 10
10 21 15
10 22 -7
10 23 -5
10 24 -14
10 25 10
10 26 -1
10 27 6
10 28 -13
10 29 13
10 30 6
10 31 4
10 32 -8
10 33 2
10 34 13
10 35 -10
10 36 -7
10 37 13
10 38 -5
10 39 -15
10 40 6
10 41 11
10 42 5
10 43 10
10 45 -8
10 46 6
10 47 11
10 48 6
11 12 -9
11 13 10
11 14 -1
11 15 1
11 16 12
11 17 14
11 18 5
11 19 -2
11 20 -9
11 21 14
11 22 11
11 23 4
11 24 -1
11 25 -11
11 26 -2
11 27 -3
11 28 15
11 29 8
11 30 -2
11 32 -9
11 33 -11
11 34 1
11 35 13
11 36 13
11 38 4
11 39 -14
11 40 -15
11 41 11
11 42 -10
11 44 3
11 45 -9
11 46 -13
11 47 -2
11 48 -13
12 13 6
12 14 -14
12 15 3
12 16 11
12 17 6
12 18 -15
12 19 2
12 20 -10
12 21 -10
12 22 -15
12 24 13
12 25 -11
12 26 5
12 27 -11
12 28 -12
12 29 15
12 30 -2
12 31 -13
12 32 -1
12 33 -6
12 34 5
12 35 12
12 36 -8
12 37 -3
12 38 15
12 39 -8
12 40 1
12 41 4
12 43 -10
12 44 9
12 45 5
12 46 3
12 47 -14
12 48 11
13 14 -4
13 15 9
13 16 9
13 17 15
13 18 -11
13 19 8
13 20 -3
13 21 13
13 22 5
13 23 7
13 24 13
13 25 -8
13 26 -1
13 27 -8
13 28 -2
13 29 -10
13 30 -14
13 31 -5
13 32 -2
13 34 -7
13 35 -10
13 37 -7
13 38 8
13 39 -1
13 41 -3
13 42 -4
13 43 -4
13 44 3
13 45 5
13 46 -5
13 48 -8
14 15 9
14 16 2
14 17 -11
14 18 -13
14 19 9
14 20 11
14 21 3
14 22 10
14 23 -12
14 24 -7
14 25 -6
14 26 15
14 27 3
14 28 -5
14 29 -10
14 30 8
14 33 -9
14 34 1
14 35 -5
14 36 -7
14 37 11
14 39 13
14 40 -11
14 42 7
14 43 -9
14 44 -8
14 45 -8
14 46 5
14 47 3
15 16 8
15 17 15
15 18 -6
15 19 6
15 20 14
15 21 -7
15 23 -11
15 24 14
15 25 11
15 26 -7
15 27 15
15 28 12
15 29 -15
15 30 12
15 33 -1
15 34 15
15 35 -7
15 36 -2
15 37 8
15 38 -2
15 39 -7
15 40 5
15 41 -3
15 42 13
15 43 13
15 44 15
15 45 9
15 47 2
15 48 -15
16 17 -14
16 19 14
16 20 3
16 21 9
16 22 -2
16 23 8
16 24 15
16 25 -8
16 27 14
16 28 9
16 29 -11
16 30 -4
16 31 4
16 32 3
16 34 -6
16 35 -14
16 36 -6
16 37 15
16 38 -15
16 39 1
16 40 1
16 41 -15
16 42 4
16 44 -8
16 45 12
16 46 4
16 47 -12
16 48 -7
17 19 -6
17 21 6
17 22 13
17 24 -10
17 26 8
17 27 8
17 28 -5
17 29 -7
17 30 2
17 31 12
17 32 6
17 33 -2
17 34 5
17 35 15
17 36 -8
17 38 -15
17 39 -6
17 40 -2
17 41 1
17 42 5
17 43 -5
17 44 7
17 45 -13
17 47 -4
17 48 -15
18 19 -9
18 20 -9
18 21 5
18 22 10
18 23 -10
18 24 -6
18 25 13
18 26 -14
18 27 4
18 28 -3
18 29 -6
18 30 6
18 31 -9
18 32 -14
18 33 11
18 34 3
18 35 12
18 36 4
18 37 -5
18 38 -11
18 39 12
18 40 3
18 41 7
18 42 9
18 43 -11
18 44 -2
18 45 7
18 46 13
18 47 7
18 48 12
19 20 1
19 21 -15
19 22 -15
19 24 -7
19 25 -7
19 26 14
19 27 -5
19 29 -12
19 30 14
19 31 -13
19 32 14
19 34 -9
19 35 -4
19 36 -3
19 37 4
19 39 -2
19 40 -3
19 41 2
19 42 -8
19 43 -7
19 44 4
19 45 2
19 46 4
19 47 -5
19 48 12
20 21 14
20 22 14
20 23 -14
20 24 -5
20 25 8
20 26 2
20 27 -14
20 28 -12
20 29 -2
20 30 -9
20 31 -7
20 32 5
20 33 8
20 34 -2
20 35 -13
20 36 -9
20 37 10
20 38 7
20 39 5
20 40 6
20 41 3
20 42 -12
20 43 3
20 44 1
20 46 4
20 48 7
21 22 -13
21 23 -15
21 25 4
21 26 -3
21 27 3
21 28 -2
21 29 11
21 30 -2
21 31 2
21 32 -14
21 33 10
21 34 13
21 35 -3
21 36 -11
21 37 11
21 38 10
21 39 -11
21 40 6
21 42 -3
21 44 -14
21 45 4
21 47 3
21 48 12
22 23 -14
22 24 -12
22 25 9
22 26 4
22 27 15
22 28 -15
22 29 15
22 30 -2
22 31 11
22 32 -8
22 33 -14
22 34 1
22 35 8
22 36 10
22 38 -3
22 39 -4
22 40 -8
22 41 -11
22 42 13
22 43 3
22 44 -12
22 45 11
22 46 6
22 48 -9
23 24 -6
23 25 9
23 26 15
23 27 10
23 28 12
23 30 -13
23 31 15
23 32 -3
23 33 -2
23 34 14
23 35 3
23 36 11
23 37 1
23 38 8
23 39 -10
23 40 15
23 41 -5
23 42 -10
23 43 2
23 44 -8
23 45 11
23 46 -6
23 48 15
24 25 -15
24 26 2
24 27 -5
24 28 -2
24 29 -11
24 30 -1
24 31 1
24 32 -1
24 33 -2
24 34 14
24 35 -7
24 36 -6
24 37 -13
24 38 -12
24 39 -4
24 40 -8
24 41 6
24 42 -3
24 43 2
24 44 7
24 45 -2
24 46 3
24 47 -15
25 26 15
25 27 3
25 28 9
25 29 -12
25 30 13
25 31 -11
25 32 -14
25 33 7
25 34 -14
25 35 3
25 36 -4
25 37 13
25 38 -11
25 39 -14
25 40 11
25 41 -2
25 42 -13
25 43 7
25 44 -11
25 45 -9
25 46 -12
25 47 8
25 48 -9
26 27 9
26 29 -12
26 31 -5
26 33 -13
26 34 9
26 35 -13
26 36 -1
26 37 7
26 38 -1
26 39 -14
26 41 14
26 42 2
26 43 -15
26 44 -6
26 45 6
26 46 8
26 47 -4
26 48 -3
27 28 12
27 29 2
27 30 -6
27 31 3
27 32 -14
27 33 12
27 34 -12
27 35 -4
27 36 -13
27 37 -13
27 38 -11
27 39 3
27 40 12
27 41 -3
27 42 7
27 43 12
27 44 -4
27 45 -13
27 46 8
27 47 -14
27 48 12
28 29 -2
28 30 11
28 31 -8
28 32 -8
28 33 -5
28 35 7
28 36 -2
28 37 -1
28 38 -5
28 40 -9
28 41 6
28 42 8
28 43 5
28 44 -9
28 45 -2
28 47 2
28 48 13
29 30 14
29 31 6
29 32 1
29 33 -13
29 34 -5
29 35 1
29 36 -14
29 37 -2
29 38 3
29 39 8
29 40 -8
29 41 -9
29 42 -12
29 43 -10
29 44 7
29 45 8
29 46 8
29 47 -9
29 48 -13
30 31 1
30 32 -11
30 33 -3
30 34 -15
30 35 -12
30 36 -13
30 37 -7
30 38 14
30 40 -5
30 41 5
30 42 -14
30 43 3
30 45 -8
30 46 11
30 47 -5
30 48 3
31 32 14
31 33 -4
31 34 6
31 36 13
31 37 9
31 38 -7
31 39 -2
31 40 -9
31 41 -9
31 42 9
31 43 -2
31 44 1
31 45 -3
31 46 -10
31 47 4
31 48 12
32 35 1
32 36 12
