16 84
1 2 2
1 3 15
1 4 8
1 5 6
1 6 9
1 8 -13
1 10 3
1 12 -4
1 13 9
1 14 7
1 15 13
2 3 -4
2 4 8
2 5 7
2 7 1
2 8 1
2 11 -2
2 13 11
2 14 5
2 15 4
2 16 10
3 5 -8
3 6 15
3 7 1
3 8 8
3 10 7
3 13 -4
3 16 -13
4 5 15
4 6 -1
4 7 11
4 8 8
4 9 -13
4 10 2
4 12 -6
4 14 3
5 7 -10
5 8 -3
5 10 -10
5 11 11
5 12 -14
5 14 15
5 15 -9
5 16 6
6 7 -13
6 9 2
6 10 8
6 12 -1
6 13 11
6 15 15
6 16 11
7 8 -4
7 9 -10
7 10 2
7 11 -12
7 12 7
7 13 4
7 15 4
8 9 3
8 10 14
8 11 -11
8 12 1
8 13 -1
8 14 5
8 15 -15
9 10 -15
9 11 15
9 14 7
10 11 14
10 12 8
10 13 -8
10 15 -2
10 16 -9
11 12 10
11 14 -9
11 15 -10
12 15 10
12 16 -14
13 14 9
13 15 15
13 16 -12
14 15 11
14 16 -4
15 16 -7
