48 112
1 5 -8
1 8 2
1 44 5
2 21 3
2 22 11
2 36 -7
2 39 1
2 40 -7
2 47 -12
3 5 -6
3 7 5
3 17 -8
3 22 7
3 25 7
3 27 -12
3 28 13
3 40 -5
3 44 5
4 18 -12
4 28 -5
4 29 2
4 39 9
5 12 2
5 36 10
5 48 6
6 8 -3
6 14 4
6 15 4
6 18 -10
6 37 3
6 43 -7
7 16 -5
7 24 10
7 26 12
7 32 13
7 38 -13
8 32 10
9 13 10
9 14 -2
9 20 9
9 30 -10
10 16 -15
10 18 -9
10 28 8
10 36 -12
10 39 -6
11 19 -5
11 28 2
11 37 1
11 48 -1
12 14 11
12 17 1
12 47 10
13 43 -11
13 44 8
14 20 5
14 34 -3
15 22 11
15 26 -1
15 31 -3
15 37 7
16 22 -15
16 27 -13
16 30 -6
16 42 -11
17 19 15
17 40 13
18 33 10
19 46 10
20 43 10
20 45 -3
20 47 3
21 44 -1
22 26 -4
22 29 11
22 38 6
23 24 -10
23 26 12
23 28 -12
23 29 -3
23 31 -6
23 33 12
23 39 8
23 48 13
24 31 -1
24 35 -5
24 40 -5
25 39 -6
25 48 11
26 29 13
26 30 -14
26 35 7
27 28 15
27 46 -3
28 44 13
29 31 -2
29 35 1
29 37 -8
30 42 -8
30 45 -1
32 40 -15
32 44 -9
32 46 -5
33 36 -15
36 40 -5
36 42 -3
37 42 12
38 44 2
38 48 -3
39 40 5
39 43 10
39 46 2
