64 1411
1 2 -13
1 3 -11
1 5 -8
1 6 -3
1 7 -10
1 8 -14
1 9 14
1 10 -4
1 11 -13
1 13 12
1 14 -15
1 15 -1
1 16 15
1 17 -11
1 18 -11
1 19 -4
1 22 -5
1 23 -7
1 24 3
1 25 -9
1 26 -7
1 29 -3
1 31 -10
1 32 10
1 34 -10
1 39 -7
1 40 6
1 41 -13
1 42 5
1 43 15
1 44 -11
1 45 7
1 46 -11
1 47 11
1 48 -6
1 49 -7
1 50 8
1 51 -15
1 52 -3
1 53 -14
1 54 11
1 55 14
1 56 10
1 57 3
1 58 10
1 59 -8
1 61 9
1 62 15
1 63 -6
1 64 -4
2 3 8
2 5 -5
2 6 -15
2 7 14
2 8 -2
2 9 -5
2 10 4
2 13 -11
2 16 3
2 17 -6
2 20 -3
2 21 -8
2 22 -15
2 24 1
2 27 8
2 28 -3
2 29 15
2 30 10
2 31 -7
2 32 -10
2 33 15
2 34 4
2 35 2
2 36 -15
2 38 -8
2 39 11
2 40 -6
2 41 -12
2 43 -7
2 44 -7
2 45 -14
2 46 -6
2 47 4
2 48 -11
2 50 -11
2 52 7
2 54 3
2 57 -10
2 58 -12
2 60 -7
2 61 -2
2 62 7
2 64 12
3 4 14
3 6 6
3 7 7
3 8 10
3 9 -9
3 10 14
3 12 -10
3 13 9
3 15 -3
3 17 8
3 19 6
3 21 11
3 22 10
3 23 3
3 24 5
3 28 7
3 30 5
3 31 4
3 33 -5
3 34 5
3 35 4
3 36 -1
3 37 9
3 39 4
3 40 2
3 41 13
3 42 -8
3 43 11
3 44 -8
3 45 -13
3 46 10
3 47 4
3 48 7
3 49 -4
3 50 -3
3 51 12
3 52 -7
3 53 -15
3 54 -12
3 56 -4
3 57 -1
3 58 -8
3 60 -14
3 61 -7
3 63 -11
3 64 3
4 5 4
4 6 -8
4 8 9
4 9 -15
4 10 14
4 11 -10
4 12 -10
4 13 4
4 14 -12
4 16 -15
4 17 13
4 19 -1
4 20 9
4 22 12
4 24 -3
4 26 -5
4 28 12
4 29 2
4 30 -11
4 31 12
4 32 8
4 33 -10
4 35 5
4 36 2
4 37 1
4 38 6
4 39 14
4 40 10
4 41 7
4 42 -11
4 43 14
4 45 -10
4 46 12
4 51 -9
4 53 1
4 55 -4
4 56 -15
4 59 -12
4 60 -15
4 61 1
4 62 -3
4 63 -1
5 6 9
5 8 4
5 9 14
5 10 -13
5 12 2
5 13 -9
5 14 9
5 15 -12
5 17 3
5 20 5
5 21 7
5 22 1
5 24 7
5 25 7
5 27 13
5 28 13
5 29 -9
5 30 -6
5 31 1
5 32 10
5 33 -10
5 35 2
5 36 -11
5 37 10
5 39 14
5 40 11
5 43 -6
5 44 -3
5 45 -3
5 46 -14
5 47 11
5 48 9
5 49 -5
5 50 7
5 51 -8
5 52 -14
5 53 14
5 54 10
5 56 10
5 57 10
5 61 -3
5 62 -2
5 63 12
5 64 8
6 7 5
6 8 5
6 9 11
6 10 11
6 11 11
6 12 -5
6 13 -10
6 14 4
6 15 4
6 16 15
6 19 -10
6 20 -12
6 21 4
6 22 11
6 26 6
6 27 -9
6 28 11
6 29 15
6 31 9
6 32 -10
6 34 -4
6 37 14
6 39 -9
6 40 -11
6 41 -11
6 42 -3
6 44 -4
6 45 9
6 46 5
6 47 -14
6 48 2
6 51 13
6 52 -2
6 53 6
6 54 -9
6 56 -4
6 57 -1
6 58 -12
6 59 4
6 60 -9
6 61 13
6 62 -4
6 63 15
6 64 14
7 8 13
7 9 -1
7 10 -4
7 13 -13
7 14 -1
7 15 11
7 16 -11
7 17 -13
7 18 -1
7 19 9
7 20 -6
7 21 -13
7 23 12
7 24 -1
7 25 -8
7 26 -15
7 27 12
7 28 -14
7 30 -12
7 31 -2
7 32 -2
7 33 -11
7 34 -5
7 38 13
7 39 -12
7 40 14
7 41 -7
7 42 14
7 43 -4
7 44 -2
7 46 2
7 47 3
7 48 -8
7 49 3
7 50 2
7 52 -13
7 53 5
7 54 7
7 55 -15
7 56 9
7 58 -1
