64 201
1 14 -14
1 16 13
1 18 3
1 21 -5
1 27 12
1 45 -14
1 49 -8
1 60 15
1 61 -13
2 4 8
2 11 11
2 25 -13
2 29 -9
2 36 -4
2 53 10
2 54 -5
2 59 14
2 64 8
3 37 -11
3 40 -8
3 44 -1
3 64 8
4 5 -9
4 29 6
4 36 15
4 47 1
4 62 11
5 7 9
5 23 -10
5 31 -5
5 35 -8
5 50 8
5 56 7
5 64 12
6 8 -3
6 26 -9
6 38 15
6 50 -10
6 51 13
6 53 13
6 63 4
7 8 -9
7 16 14
7 47 -11
7 53 12
7 56 3
7 63 7
8 31 8
8 37 -4
8 47 8
8 56 -5
9 15 -11
9 17 9
9 35 10
9 43 14
9 49 -3
9 55 9
9 60 -11
9 63 3
10 31 -9
10 36 -3
10 37 -10
10 39 -15
10 55 7
11 12 2
11 16 -8
11 17 -11
11 23 5
11 34 12
11 36 -12
11 55 10
12 31 -9
12 39 -4
12 43 11
12 45 8
12 46 -5
12 49 15
12 64 10
13 15 -8
13 17 10
13 26 -1
13 32 6
13 40 7
13 54 11
13 61 7
14 16 6
14 18 2
14 32 11
14 41 6
14 52 -11
15 31 -1
15 34 -13
15 56 14
16 33 3
16 48 -13
16 60 -4
16 62 12
16 64 -6
17 29 -5
17 42 -3
17 44 14
17 45 11
18 60 2
19 25 14
19 27 10
19 33 -3
19 37 15
19 41 -11
19 50 -4
19 51 9
20 27 5
20 30 9
20 31 -14
20 37 -9
20 58 -4
22 24 -2
22 26 13
22 30 -8
22 34 12
22 51 -13
23 60 12
24 35 -13
24 54 -8
24 57 -15
24 61 -2
25 30 -14
25 32 13
25 39 -5
25 50 -5
25 58 -11
26 28 -14
26 30 2
26 34 10
26 40 -9
26 57 5
26 58 -10
27 34 11
27 44 8
27 47 3
27 56 -11
28 35 8
28 40 -11
29 34 11
30 32 15
30 50 -1
30 53 11
31 36 3
31 37 -10
31 41 12
31 48 9
31 60 -10
32 42 -10
32 57 10
33 35 -1
33 40 -14
33 49 1
33 50 4
34 42 7
34 56 -2
34 62 -12
34 64 10
35 44 -4
35 49 1
35 53 -8
35 55 2
35 57 10
36 38 11
36 50 10
36 54 3
36 58 -10
36 64 7
37 46 -13
37 62 12
37 63 7
38 61 15
39 56 -4
40 48 12
40 56 -5
42 46 6
42 57 -9
42 63 -2
43 57 -2
44 46 -2
44 53 9
45 47 1
45 63 13
47 49 -2
48 57 -14
48 60 10
48 62 4
49 53 12
50 58 -11
50 61 2
51 62 1
52 56 -11
53 54 -4
53 61 10
56 57 -4
58 60 11
60 64 3
61 63 -10
