32 446
1 2 2
1 3 5
1 4 13
1 5 1
1 6 6
1 7 12
1 9 14
1 10 -6
1 11 -4
1 12 -9
1 13 2
1 14 9
1 15 7
1 16 9
1 17 10
1 18 8
1 19 12
1 21 2
1 22 -10
1 23 10
1 24 5
1 26 -11
1 27 7
1 28 1
1 29 -15
1 30 -4
1 31 -7
1 32 4
2 3 -3
2 4 7
2 5 -7
2 6 5
2 7 2
2 8 -6
2 9 9
2 10 -14
2 11 -2
2 12 15
2 14 11
2 15 -8
2 16 -14
2 17 -14
2 18 15
2 20 7
2 21 -12
2 23 12
2 24 5
2 25 8
2 26 -8
2 27 14
2 28 -13
2 30 -2
2 31 14
2 32 -12
3 4 -2
3 6 -15
3 7 -12
3 8 -11
3 9 14
3 10 5
3 11 1
3 12 3
3 13 -10
3 14 -14
3 15 15
3 16 1
3 17 10
3 19 3
3 20 7
3 21 2
3 22 -3
3 23 -11
3 24 9
3 25 -10
3 26 8
3 27 5
3 28 -12
3 29 -12
3 31 -4
3 32 -12
4 6 -11
4 7 -13
4 9 5
4 10 7
4 11 -4
4 12 7
4 13 -6
4 14 -9
4 15 13
4 16 -5
4 17 2
4 18 1
4 19 -2
4 20 5
4 22 -5
4 23 15
4 24 -1
4 25 8
4 26 12
4 27 -14
4 28 5
4 29 -1
4 32 5
5 6 13
5 7 5
5 9 9
5 10 -9
5 11 -4
5 12 -13
5 13 10
5 15 13
5 16 -2
5 17 5
5 18 -14
5 19 6
5 20 13
5 21 -15
5 22 15
5 23 6
5 24 -3
5 26 8
5 27 7
5 28 1
5 31 -9
5 32 -12
6 7 -1
6 8 13
6 9 -12
6 11 -9
6 12 2
6 13 9
6 14 -2
6 16 -1
6 17 9
6 18 -15
6 19 -6
6 20 -10
6 21 -3
6 22 -13
6 23 2
6 24 6
6 25 7
6 26 11
6 27 -3
6 28 -10
6 29 -8
6 30 13
6 31 3
6 32 15
7 8 -13
7 9 -13
7 10 -15
7 11 6
7 12 4
7 13 15
7 14 -6
7 15 11
7 16 8
7 18 -1
7 19 -7
7 20 -10
7 21 1
7 22 -10
7 23 1
7 24 -2
7 25 13
7 26 -2
7 29 -15
7 30 -15
7 31 -13
7 32 6
8 9 6
8 10 -15
8 11 -2
8 12 13
8 13 -2
8 14 -13
8 15 -3
8 16 14
8 17 -1
8 18 -7
8 19 5
8 21 3
8 22 -10
8 23 -5
8 24 -12
8 25 -10
8 26 14
8 27 7
8 28 -8
8 30 -6
8 31 10
8 32 9
9 10 7
9 11 -11
9 12 -7
9 13 12
9 14 6
9 15 15
9 16 -1
9 17 -11
9 18 12
9 19 7
9 20 4
9 21 -7
9 22 -15
9 23 3
9 24 -9
9 25 13
9 26 -11
9 27 11
9 28 2
9 29 -13
9 30 14
9 31 12
9 32 13
10 11 4
10 12 11
10 13 -4
10 14 -1
10 15 4
10 16 -2
10 17 -13
10 18 11
10 19 4
10 20 5
10 22 3
10 23 -14
10 24 13
10 25 3
10 26 7
10 27 15
10 28 6
10 29 -1
10 30 -13
10 32 7
11 12 5
11 14 6
11 15 -12
11 16 13
11 17 12
11 18 -5
11 19 -5
11 20 6
11 21 15
11 22 11
11 23 -2
11 24 -1
11 25 5
11 26 9
11 27 7
11 28 -10
11 29 15
11 30 14
11 31 12
11 32 6
12 13 -6
12 14 10
12 15 -14
12 16 11
12 17 12
12 19 13
12 20 13
12 21 12
12 22 -4
12 24 -6
12 25 11
12 26 -10
12 27 15
12 28 15
12 29 10
12 31 15
12 32 8
13 15 -6
13 16 -3
13 17 -14
13 18 8
13 19 11
13 20 5
13 21 1
13 22 13
13 23 4
13 24 -4
13 25 5
13 26 -8
13 27 10
13 28 -1
13 30 -6
13 31 -5
13 32 5
14 15 15
14 16 15
14 17 -11
14 18 -11
14 19 11
14 20 -7
14 21 -1
14 22 -11
14 23 10
14 24 -14
14 25 7
14 26 9
14 27 7
14 28 -8
14 29 5
14 30 10
14 31 -11
14 32 13
15 16 -13
15 17 -15
15 18 6
15 19 -13
15 20 3
15 21 -6
15 22 -4
15 23 -7
15 24 -2
15 25 15
15 26 -9
15 27 10
15 29 -5
15 31 2
15 32 13
16 17 -15
16 18 -2
16 19 8
16 20 3
16 21 -6
16 22 -8
16 23 1
16 24 -3
16 25 -4
16 26 6
16 27 -5
16 28 -11
16 29 1
16 30 -4
16 31 -9
16 32 3
17 18 14
17 20 10
17 21 5
17 23 -12
17 24 -9
17 25 -3
17 26 1
17 27 -14
17 28 -10
17 29 -14
17 30 -13
17 31 11
17 32 -13
18 19 -9
18 20 -11
18 21 -5
18 22 -5
18 23 -10
18 24 4
18 25 -1
18 26 -8
18 27 4
18 28 -6
18 31 10
18 32 3
19 20 11
19 21 -14
19 22 -1
19 23 -15
19 24 -2
19 25 -14
19 26 11
19 27 1
19 28 9
19 29 10
19 30 -3
19 31 -13
20 21 -10
20 22 8
20 23 -5
20 24 12
20 26 1
20 27 -11
20 28 -10
20 29 -2
20 30 13
20 31 14
21 22 -10
21 23 13
21 25 -6
21 26 -2
21 27 10
21 28 -6
21 29 -2
21 30 9
21 31 2
21 32 -15
22 23 -12
22 24 -7
22 25 -13
22 26 -9
22 27 -2
22 28 9
22 29 15
22 30 11
22 31 -3
23 24 13
23 25 -8
23 26 -5
23 27 7
23 28 3
