48 112
1 2 -9
1 29 -1
1 34 -6
1 40 15
2 12 -10
2 21 9
2 26 13
2 28 -3
2 40 5
2 48 13
3 4 7
3 5 10
3 14 15
3 23 8
3 34 6
4 23 15
4 32 12
4 33 -9
6 8 6
6 12 -1
6 18 15
6 25 -3
6 26 -8
6 27 -7
7 14 13
7 17 -14
7 24 -13
7 27 -3
7 37 14
7 38 15
8 10 7
8 20 -12
8 28 -8
8 39 4
9 10 2
9 20 -4
9 31 4
10 19 -13
10 22 5
10 29 1
10 39 -13
10 42 11
11 15 -8
11 17 -12
11 24 -6
11 25 -14
11 28 4
11 35 6
11 40 -13
11 46 -3
11 48 2
13 24 4
13 33 -2
13 48 -6
14 30 9
14 38 15
16 17 -3
16 27 -5
16 28 -9
16 31 2
16 43 -3
17 38 -1
18 19 15
19 25 -10
19 44 12
19 45 8
19 48 -1
20 22 -5
20 29 5
20 33 -5
20 34 7
20 36 14
21 39 -4
21 42 -15
21 44 14
22 24 -4
22 30 4
23 28 15
23 35 4
23 39 -9
23 45 -4
24 27 3
24 38 11
24 43 3
26 35 4
26 46 -5
27 36 12
27 37 -7
27 39 5
27 40 4
27 43 3
28 30 -15
28 34 6
28 41 10
28 42 8
28 47 -3
29 30 9
30 31 9
32 35 -6
32 47 -10
33 37 10
33 40 -5
34 48 10
35 41 -14
35 45 -7
35 48 10
36 41 7
36 43 -10
39 48 -12
41 45 -9
44 45 -14
46 48 -3
