32 446
1 2 14
1 3 6
1 4 11
1 5 6
1 6 4
1 7 -11
1 8 2
1 9 13
1 10 2
1 11 -11
1 12 5
1 13 5
1 14 15
1 15 14
1 16 6
1 17 -8
1 18 8
1 20 3
1 21 14
1 22 10
1 23 3
1 24 -14
1 25 -14
1 26 12
1 27 10
1 28 6
1 29 9
1 31 5
2 3 -14
2 4 2
2 5 -13
2 6 9
2 7 7
2 8 10
2 9 10
2 10 9
2 11 7
2 13 -15
2 14 11
2 15 -13
2 16 -10
2 17 -14
2 18 -12
2 19 -6
2 20 -6
2 21 -11
2 22 -5
2 23 15
2 24 15
2 25 -5
2 26 10
2 27 15
2 28 -2
2 29 -14
2 31 12
2 32 -7
3 4 -11
3 5 -9
3 6 -15
3 7 13
3 8 -9
3 9 -7
3 10 -1
3 11 -13
3 12 3
3 13 -3
3 14 3
3 15 -15
3 16 11
3 17 -7
3 18 3
3 19 7
3 20 7
3 21 -12
3 22 8
3 23 -14
3 24 -8
3 25 -8
3 26 2
3 27 12
3 28 5
3 29 9
3 30 3
3 31 7
3 32 -8
4 5 -3
4 6 -1
4 7 -2
4 8 3
4 10 15
4 11 7
4 12 6
4 13 -4
4 14 14
4 15 -7
4 16 -14
4 17 -4
4 18 -11
4 19 9
4 20 8
4 21 10
4 22 2
4 23 -6
4 24 9
4 25 12
4 26 8
4 28 9
4 29 -9
4 31 -10
4 32 -4
5 6 9
5 7 15
5 8 8
5 9 2
5 10 13
5 11 6
5 12 -9
5 13 -11
5 14 8
5 15 -11
5 17 -11
5 18 4
5 19 -12
5 20 7
5 21 -13
5 22 -8
5 23 -4
5 24 -12
5 25 4
5 26 2
5 28 -12
5 29 -13
5 30 -12
5 31 -2
5 32 12
6 7 14
6 8 -10
6 9 -8
6 10 -14
6 11 14
6 15 11
6 16 -11
6 17 7
6 18 2
6 19 4
6 20 1
6 21 5
6 22 8
6 23 14
6 24 -4
6 26 -8
6 27 -12
6 28 -13
6 29 6
6 30 6
6 31 1
6 32 -12
7 8 15
7 9 -14
7 10 1
7 11 -12
7 12 9
7 13 9
7 14 -5
7 16 5
7 17 14
7 18 -8
7 19 -1
7 20 -10
7 21 -12
7 22 5
7 24 2
7 25 1
7 26 -6
7 27 3
7 28 -4
7 29 -13
7 30 11
7 31 -10
8 9 -8
8 10 2
8 11 -1
8 13 -4
8 14 -12
8 15 -8
8 16 13
8 17 10
8 19 -12
8 21 11
8 22 -3
8 23 6
8 24 -7
8 25 4
8 26 -11
8 27 -14
8 28 -10
8 29 13
8 30 -6
8 31 -5
8 32 5
9 10 15
9 11 13
9 12 2
9 13 11
9 14 -15
9 15 -7
9 17 15
9 18 1
9 19 6
9 20 15
9 21 -3
9 22 -2
9 23 -7
9 24 -3
9 26 -12
9 27 -8
9 28 11
9 29 -3
9 30 2
9 31 6
9 32 -10
10 11 15
10 12 8
10 13 8
10 14 6
10 15 -1
10 16 -12
10 17 -14
10 18 -4
10 19 11
10 20 -6
10 21 5
10 22 -8
10 23 -5
10 24 -12
10 25 2
10 26 -12
10 27 -2
10 28 3
10 29 6
10 31 -1
10 32 -2
11 12 -3
11 13 -6
11 14 -15
11 15 -5
11 16 3
11 17 -12
11 18 1
11 19 -10
11 20 8
11 21 -10
11 22 5
11 23 -11
11 24 5
11 25 -10
11 26 -12
11 27 -7
11 28 -11
11 29 -12
11 31 1
11 32 -1
12 14 3
12 15 6
12 16 12
12 17 -9
12 18 -10
12 19 12
12 20 -11
12 21 3
12 22 -6
12 23 3
12 24 9
12 25 6
12 26 15
12 27 14
12 28 -11
12 29 8
12 31 12
12 32 6
13 14 3
13 15 -14
13 16 -2
13 17 -12
13 18 -12
13 20 -8
13 21 -6
13 22 -14
13 23 -12
13 24 4
13 26 -9
13 27 15
13 28 8
13 29 -4
13 30 14
14 15 -11
14 16 -6
14 17 -11
14 22 -4
14 23 6
14 24 10
14 25 11
14 26 5
14 27 15
14 28 -15
14 29 3
14 30 13
15 16 -15
15 17 -1
15 18 -1
15 19 -12
15 20 15
15 21 2
15 24 15
15 25 -9
15 26 13
15 28 -15
15 29 5
15 30 -4
15 31 10
15 32 -4
16 17 -2
16 18 6
16 19 -14
16 20 -3
16 21 -11
16 22 12
16 23 -10
16 24 -7
16 25 -4
16 27 -9
16 28 8
16 29 9
16 30 -11
16 31 14
16 32 15
17 18 -3
17 19 -15
17 20 -3
17 21 3
17 22 6
17 23 -9
17 24 3
17 25 8
17 26 -7
17 27 9
17 28 8
17 29 -5
17 31 3
17 32 6
18 19 -4
18 20 -10
18 21 -4
18 22 -11
18 23 -14
18 24 -8
18 25 -8
18 26 -5
18 27 11
18 28 -5
18 30 -15
19 20 -15
19 21 9
19 22 3
19 23 14
19 24 12
19 25 -13
19 27 7
19 28 6
19 29 -14
19 30 -12
19 31 -3
19 32 -8
20 21 1
20 22 -15
20 23 2
20 24 -10
20 25 -6
20 26 -11
20 27 2
20 28 15
20 29 14
20 30 -3
20 31 10
20 32 -6
21 22 6
21 23 -9
21 24 4
21 25 1
21 26 11
21 27 3
21 28 -14
21 29 2
21 30 -6
21 31 -2
21 32 -10
22 23 -13
22 24 -9
22 25 -4
22 26 -12
22 27 8
22 28 -13
22 29 10
22 30 -5
22 32 -14
23 25 -2
23 26 -3
23 27 2
23 28 2
23 29 5
23 30 11
23 31 -8
23 32 6
24 26 6
24 27 5
24 28 3
24 29 -12
24 30 -12
24 31 -12
24 32 5
25 26 13
25 27 -13
25 28 11
25 29 -8
25 30 -9
25 31 3
25 32 -6
26 27 -2
26 28 5
26 29 14
26 31 15
26 32 -4
27 28 -13
27 29 13
27 30 14
27 31 9
27 32 -10
28 29 10
28 30 -2
28 31 13
28 32 15
29 30 14
29 32 -4
30 31 8
30 32 -11
31 32 14
