32 148
1 5 -13
1 7 -4
1 8 -8
1 19 -8
1 20 -5
1 22 -12
1 24 8
1 26 1
1 28 1
1 31 5
2 6 3
2 10 13
2 11 2
2 12 5
2 18 -15
2 25 -3
2 28 -6
2 29 -11
2 32 -12
3 5 3
3 11 3
3 12 -4
3 16 9
3 21 -10
3 23 -14
3 24 -11
3 25 -8
3 28 11
3 32 15
4 6 -4
4 8 -4
4 10 -4
4 13 -12
4 18 12
4 19 11
4 25 -3
4 26 -12
4 27 -10
4 28 1
4 30 -7
4 31 -4
5 15 5
5 18 -10
5 19 14
5 22 -9
5 30 3
5 32 -7
6 10 15
6 11 3
6 17 -11
6 18 -14
6 22 3
6 23 12
6 28 9
6 32 -9
7 14 14
7 15 3
7 17 -13
7 20 10
7 22 6
7 23 -12
7 25 10
7 28 -5
7 30 -2
7 31 12
8 10 -9
8 14 -8
8 16 1
8 17 7
8 19 14
8 27 4
8 30 4
9 12 -3
9 24 -3
9 31 3
9 32 -13
10 16 9
10 17 15
10 20 -4
10 24 13
10 26 -8
10 29 9
11 20 -12
11 27 3
11 28 -11
11 29 5
11 30 12
12 18 -7
12 19 1
12 21 -2
12 28 -10
12 30 -13
12 31 11
12 32 -13
13 19 -5
13 23 1
13 25 6
13 28 14
13 29 -6
14 16 9
14 22 -4
14 26 -14
14 30 1
14 32 13
15 16 -5
15 18 -5
15 19 3
15 20 13
15 22 -7
15 23 15
15 24 -8
15 27 6
15 29 4
15 32 13
16 17 4
16 24 7
16 27 -15
16 29 -4
17 18 -2
17 21 2
17 31 1
18 25 6
18 32 10
19 23 -5
19 27 -11
19 31 11
19 32 8
20 24 10
20 27 -13
20 28 13
20 32 10
21 27 -3
21 31 15
22 28 13
22 29 -4
24 27 11
24 29 -3
24 30 14
24 31 -14
25 26 -14
25 29 -7
25 32 -3
26 27 9
26 29 -14
27 32 1
28 31 9
29 32 -1
30 31 6
