32 347
1 5 6
1 6 3
1 7 15
1 8 -14
1 9 -9
1 10 10
1 11 7
1 12 -9
1 13 4
1 14 -7
1 15 11
1 16 14
1 17 -11
1 18 -6
1 21 -8
1 24 11
1 26 15
1 27 8
1 29 -12
1 30 -11
1 31 -11
1 32 -4
2 3 3
2 5 -10
2 6 7
2 8 -6
2 12 -10
2 13 -7
2 14 9
2 15 -8
2 16 -9
2 17 4
2 19 7
2 22 7
2 23 5
2 25 -1
2 26 -15
2 27 -5
2 28 -14
2 29 -11
2 30 -3
2 32 8
3 4 3
3 6 -13
3 7 1
3 8 -1
3 9 -2
3 11 -6
3 13 -1
3 14 -3
3 15 -4
3 16 -13
3 17 9
3 19 11
3 20 13
3 21 -7
3 22 -6
3 23 9
3 24 12
3 25 -8
3 27 -7
3 29 9
4 5 12
4 6 7
4 7 -7
4 8 10
4 9 10
4 10 -8
4 13 -2
4 14 -6
4 15 12
4 17 8
4 18 -12
4 19 15
4 20 -1
4 21 -6
4 22 10
4 24 15
4 25 6
4 26 -1
4 27 6
4 28 -10
4 29 1
4 32 -2
5 6 -13
5 8 -13
5 10 -11
5 12 -9
5 13 -4
5 15 9
5 16 8
5 18 4
5 19 13
5 21 -13
5 22 10
5 23 5
5 25 -4
5 26 12
5 27 3
5 28 6
5 29 -6
5 31 -6
5 32 3
6 7 2
6 8 4
6 9 12
6 10 3
6 11 -9
6 12 7
6 13 -8
6 14 11
6 15 12
6 16 2
6 18 -2
6 19 -5
6 20 6
6 21 11
6 22 -9
6 24 -8
6 27 8
6 28 2
6 29 -5
7 8 11
7 9 -1
7 10 12
7 11 -11
7 12 2
7 13 -12
7 14 1
7 15 -5
7 16 -12
7 17 10
7 18 13
7 19 -8
7 20 14
7 21 -11
7 22 -5
7 23 -1
7 26 7
7 27 -2
7 28 10
7 31 -11
7 32 7
8 9 11
8 10 -5
8 12 -2
8 18 -9
8 19 -10
8 20 12
8 22 -4
8 23 15
8 25 5
8 26 -5
8 27 15
8 29 15
8 30 -2
8 31 -13
8 32 3
9 10 -7
9 11 -4
9 14 15
9 15 9
9 16 6
9 17 14
9 19 -1
9 20 -5
9 21 3
9 22 2
9 25 -7
9 26 12
9 27 2
9 28 2
9 30 1
9 31 -3
9 32 7
10 11 -2
10 12 -14
10 13 -7
10 18 11
10 19 3
10 20 13
10 21 10
10 22 -13
10 25 1
10 29 -5
10 30 -2
10 31 -1
11 12 7
11 13 1
11 14 -7
11 15 7
11 16 8
11 18 -15
11 19 6
11 20 -3
11 21 2
11 22 -3
11 23 3
11 24 12
11 25 -15
11 26 8
11 29 -3
11 30 8
11 31 -11
12 13 -10
12 15 1
12 16 -13
12 18 -10
12 19 8
12 20 9
12 22 5
12 24 11
12 25 12
12 26 6
12 28 14
12 29 -5
12 30 14
12 32 9
13 15 -14
13 17 -3
13 19 5
13 20 14
13 21 8
13 22 -6
13 23 4
13 25 12
13 26 -6
13 27 6
13 30 11
13 31 -4
13 32 12
14 15 -12
14 17 3
14 20 -11
14 22 -2
14 23 9
14 24 1
14 25 -4
14 29 -15
14 31 -9
14 32 -13
15 16 4
15 17 1
15 19 15
15 21 -3
15 22 -10
15 24 -13
15 26 -13
15 27 -10
15 28 -8
15 29 -14
15 30 -13
15 31 8
15 32 -10
16 18 -9
16 19 10
16 20 14
16 24 -15
16 25 -9
16 26 -11
16 27 9
16 28 -5
16 29 -1
17 18 5
17 20 -1
17 21 -14
17 23 14
17 26 15
17 27 -5
17 28 -2
17 29 13
17 30 5
17 31 12
17 32 11
18 19 -10
18 20 9
18 21 -10
18 22 3
18 24 11
18 27 -12
18 28 -10
18 30 -14
18 31 2
19 20 -15
19 22 -6
19 24 -12
19 25 13
19 26 6
19 28 11
19 29 -5
19 30 15
19 31 -1
20 21 7
20 22 9
20 26 15
20 27 -12
20 28 -14
20 29 -13
20 30 -1
20 32 6
21 23 13
21 24 -9
21 25 -9
21 26 13
21 27 13
21 28 -14
21 31 -8
21 32 5
22 24 -2
22 27 8
22 28 -10
22 29 11
22 30 -4
22 31 10
22 32 -14
23 26 13
23 27 12
23 28 -11
23 29 2
23 30 14
23 32 2
24 25 -10
24 26 3
24 27 -4
24 28 -4
24 29 11
24 30 -2
24 31 4
25 27 -14
25 28 -14
25 29 -13
25 31 -4
25 32 6
26 27 8
26 28 6
26 29 15
26 32 -12
27 30 -12
27 32 3
28 29 -10
28 30 -11
28 31 8
28 32 1
29 30 4
29 32 -8
30 32 -12
31 32 4
