48 789
1 9 -13
1 10 -10
1 14 6
1 17 12
1 18 -15
1 19 -6
1 21 -4
1 24 -6
1 26 -8
1 27 9
1 29 3
1 30 11
1 33 15
1 34 4
1 37 4
1 38 1
1 40 10
1 41 -7
1 42 7
1 43 2
1 46 4
1 48 10
2 3 8
2 4 -9
2 5 12
2 7 -5
2 8 -8
2 9 1
2 10 -4
2 11 -8
2 12 -4
2 14 -2
2 16 3
2 17 -12
2 18 14
2 19 -1
2 20 2
2 22 -7
2 23 -2
2 24 6
2 25 7
2 26 -12
2 28 10
2 31 14
2 32 -14
2 35 2
2 36 4
2 37 12
2 38 10
2 39 6
2 40 -6
2 42 -3
2 43 -1
2 45 -12
2 46 6
2 47 2
3 4 -2
3 5 -10
3 6 -1
3 8 -3
3 9 -13
3 10 2
3 11 14
3 12 -12
3 13 14
3 14 2
3 15 10
3 16 -10
3 17 4
3 18 -2
3 19 2
3 20 -7
3 21 14
3 24 13
3 26 -5
3 28 3
3 30 7
3 31 -3
3 32 6
3 33 -7
3 34 3
3 36 -1
3 37 9
3 38 -7
3 39 5
3 43 9
3 47 13
4 7 -12
4 9 2
4 10 -9
4 11 4
4 12 12
4 13 3
4 14 13
4 15 -7
4 18 -12
4 20 7
4 22 -15
4 23 -5
4 24 -6
4 26 7
4 29 -5
4 30 -10
4 31 -10
4 32 -4
4 33 -15
4 35 4
4 36 -13
4 39 14
4 40 -1
4 42 8
4 43 10
4 45 13
4 46 -13
4 47 10
5 6 -3
5 7 -12
5 8 -11
5 10 -3
5 11 -4
5 12 7
5 14 -14
5 15 -5
5 16 12
5 18 4
5 19 -7
5 20 -5
5 22 13
5 23 -1
5 24 -10
5 25 12
5 27 -7
5 28 1
5 29 2
5 30 -9
5 31 6
5 32 4
5 34 3
5 35 4
5 36 11
5 38 -11
5 40 -13
5 43 1
5 45 -1
5 46 -1
5 47 -12
5 48 6
6 7 -1
6 8 -15
6 9 10
6 11 -14
6 12 5
6 13 13
6 14 10
6 15 -5
6 16 -12
6 17 -8
6 19 10
6 21 2
6 22 -8
6 23 -14
6 24 -2
6 26 -13
6 28 -7
6 29 3
6 30 15
6 31 3
6 34 15
6 35 3
6 36 -9
6 38 4
6 39 -3
6 40 3
6 42 -10
6 43 15
6 44 -1
6 45 9
6 46 -1
6 47 14
7 10 -7
7 14 -3
7 15 1
7 17 -3
7 18 -9
7 20 9
7 21 13
7 22 -1
7 24 -9
7 26 -13
7 27 -4
7 28 -6
7 29 12
7 30 12
7 31 -6
7 32 2
7 33 12
7 34 -11
7 35 -15
7 36 -14
7 37 8
7 38 8
7 39 -11
7 40 -15
7 41 -2
7 42 7
7 44 8
7 46 3
7 48 -15
8 9 -10
8 13 -8
8 15 11
8 16 -13
8 17 -4
8 18 -8
8 19 3
8 20 -2
8 23 13
8 24 1
8 25 10
8 29 10
8 30 5
8 31 7
8 35 -1
8 36 -15
8 37 -5
8 38 2
8 40 -4
8 41 14
8 43 -11
8 46 -15
8 47 7
8 48 12
9 10 -14
9 11 10
9 12 -15
9 13 -9
9 14 10
9 15 7
9 16 -3
9 17 -8
9 18 2
9 19 11
9 20 11
9 21 10
9 22 3
9 23 -5
9 24 12
9 25 -5
9 27 -2
9 28 14
9 30 -2
9 31 1
9 32 6
9 33 15
9 34 12
9 35 9
9 36 9
9 38 -10
9 39 9
9 40 -4
9 41 -15
9 42 -8
9 43 -1
9 44 -6
9 45 -9
9 46 11
9 47 -4
9 48 -4
10 11 -9
10 12 2
10 13 -3
10 15 -8
10 16 2
10 17 4
10 18 -6
10 20 8
10 23 -10
10 24 7
10 26 13
10 27 -10
10 28 14
10 29 3
10 30 -13
10 32 5
10 33 -5
10 34 -14
10 36 -6
10 38 13
10 42 -14
10 43 1
10 44 -14
10 48 8
11 12 9
11 13 1
11 14 -14
11 16 9
11 22 4
11 23 3
11 24 -3
11 25 -3
11 26 -11
11 27 11
11 28 11
11 30 3
11 31 -6
11 32 -7
11 33 15
11 34 9
11 35 4
11 36 12
11 37 -13
11 39 15
11 41 -2
11 42 4
11 43 -12
11 44 5
11 45 9
11 46 1
11 47 -6
12 13 12
12 14 4
12 17 -7
12 18 -7
12 19 7
12 20 9
12 22 -12
12 23 -4
12 25 5
12 26 1
12 27 11
12 28 7
12 29 -9
12 31 6
12 32 15
12 34 9
12 35 -9
12 37 1
12 38 -9
