32 148
1 8 -11
1 15 4
1 17 -13
1 21 7
1 23 3
1 24 9
1 26 15
1 27 -11
1 30 2
1 31 -11
2 3 6
2 4 1
2 6 -15
2 8 1
2 16 10
2 21 7
2 23 -15
2 27 -14
2 28 2
2 30 14
3 8 13
3 11 -11
3 14 -8
3 15 -7
3 20 -5
4 15 -15
4 18 12
4 23 9
4 24 11
4 28 -3
5 9 6
5 10 12
5 11 3
5 13 -12
5 25 -11
5 26 -9
5 29 -12
5 31 -12
6 7 14
6 9 6
6 10 -7
6 12 -14
6 14 6
6 15 -14
6 20 2
6 24 -8
6 26 -8
7 8 6
7 13 10
7 16 8
7 20 10
7 24 -5
7 26 11
7 28 -1
8 10 12
8 13 -11
8 15 1
8 17 9
8 21 -8
8 23 4
8 27 15
9 12 14
9 13 -11
9 15 1
9 16 -10
9 18 6
9 23 -12
9 25 15
9 26 -1
10 14 -7
10 15 9
10 17 -13
10 19 -10
10 20 2
10 22 1
10 25 -5
10 29 1
10 32 9
11 13 4
11 19 -6
11 23 -7
11 29 8
12 14 -7
12 22 -10
12 25 -4
12 30 11
13 14 -8
13 15 -4
13 17 4
13 18 -9
13 21 14
13 24 11
13 29 -2
13 31 -7
13 32 -14
14 18 12
14 22 -2
14 23 15
14 25 12
14 26 -4
14 30 12
14 32 5
15 17 12
15 26 11
15 27 1
16 22 6
16 24 12
16 31 3
16 32 9
17 19 8
17 20 -5
17 22 12
17 25 3
17 30 7
18 26 -5
18 31 15
19 32 -7
20 21 -7
20 22 -11
20 23 2
20 26 -15
20 31 5
21 22 1
21 24 -1
21 25 -8
21 30 14
21 31 -10
21 32 14
22 29 -6
23 27 -4
23 29 -4
23 32 1
24 25 -13
24 27 12
24 28 2
24 29 5
24 30 -8
24 31 -13
24 32 -1
25 31 -6
25 32 7
26 28 9
26 29 -4
26 30 10
27 29 15
27 30 -1
27 32 15
29 32 -5
