64 604
1 2 -11
1 3 8
1 4 -10
1 7 -2
1 9 6
1 11 13
1 12 -4
1 17 3
1 18 7
1 23 -12
1 36 -9
1 37 9
1 41 -7
1 44 -9
1 45 9
1 48 -13
1 50 1
1 53 -10
1 54 1
1 55 -1
1 57 6
1 60 -5
1 62 -3
1 63 -4
1 64 5
2 3 9
2 12 -12
2 15 6
2 16 9
2 19 -2
2 20 -2
2 23 15
2 25 4
2 37 4
2 46 -5
2 51 -4
2 53 4
2 54 15
2 55 -7
2 57 12
2 59 2
2 60 15
3 8 10
3 9 -12
3 11 -11
3 12 -13
3 17 13
3 18 5
3 20 7
3 27 -8
3 31 10
3 33 15
3 36 -8
3 40 -1
3 42 -10
3 43 11
3 45 4
3 47 -3
3 49 14
3 53 13
3 57 -14
3 58 12
3 60 9
4 7 -4
4 10 9
4 15 -8
4 17 7
4 23 -2
4 24 -1
4 30 4
4 33 6
4 36 3
4 40 -2
4 49 1
5 9 -8
5 12 -1
5 13 -7
5 15 8
5 21 1
5 22 1
5 23 1
5 26 1
5 27 2
5 29 -4
5 31 2
5 35 11
5 39 2
5 41 -1
5 46 12
5 47 3
5 50 7
5 52 -14
5 54 -12
5 55 5
5 59 -2
6 7 -13
6 26 -12
6 32 -1
6 39 -12
6 40 10
6 42 11
6 46 5
6 48 -14
6 55 -10
6 58 3
6 59 13
6 62 -7
7 19 -1
7 21 8
7 24 5
7 31 -2
7 37 3
7 38 9
7 39 -12
7 40 -10
7 46 3
7 50 -2
7 52 1
7 53 1
7 54 7
7 57 9
7 64 11
8 9 -8
8 10 4
8 11 3
8 12 -6
8 17 11
8 21 13
8 23 -14
8 28 1
8 37 15
8 38 1
8 40 -8
8 49 6
8 51 -3
8 53 -4
9 10 -11
9 13 4
9 17 8
9 19 -8
9 26 14
9 34 10
9 35 14
9 36 -5
9 39 10
9 42 2
9 44 -2
9 45 15
9 46 2
9 47 -7
9 49 -4
9 51 8
9 52 -12
9 54 -10
9 56 -14
9 57 -3
9 62 11
9 63 -3
9 64 -12
10 13 -15
10 14 -2
10 15 -5
10 20 -9
10 23 13
10 25 13
10 27 4
10 29 -5
10 31 3
10 32 5
10 33 -4
10 35 -6
10 38 15
10 41 -5
10 43 11
10 46 4
10 49 3
10 50 -15
10 51 -1
10 53 -8
10 55 -6
10 58 -9
11 20 -6
11 28 -12
11 31 7
11 40 3
11 41 6
11 45 9
11 47 7
11 48 -4
11 49 -2
11 53 12
11 55 -12
11 57 -11
11 59 -11
11 61 15
11 64 2
12 19 -5
12 22 -15
12 28 -4
12 37 -7
12 38 9
12 52 -1
12 58 -13
12 63 12
13 21 -7
13 25 -5
13 28 13
13 29 1
13 31 10
13 32 -7
13 38 9
13 39 11
13 42 -7
13 43 9
13 45 3
13 47 -13
13 50 -14
13 51 -3
13 54 9
13 58 9
13 62 -2
13 63 -5
14 19 9
14 22 -7
14 26 -14
14 31 -6
14 50 -7
14 52 12
14 54 -6
14 59 -6
14 62 6
15 16 -13
15 17 -12
15 20 5
15 21 11
15 25 -2
15 26 -15
15 34 -12
15 39 -5
15 44 4
15 47 12
15 49 15
15 52 10
15 54 -3
15 61 -15
15 64 -10
16 21 5
16 23 9
16 24 10
16 28 -10
16 29 -11
16 33 14
16 35 7
16 40 -6
16 41 6
16 43 -7
16 44 -2
16 45 13
16 53 4
16 55 8
16 63 3
17 18 12
17 27 5
17 29 -8
17 32 8
17 37 -13
17 38 -9
17 40 2
17 42 -12
17 44 -11
17 48 -13
17 50 -9
17 55 15
17 56 -12
17 60 10
18 20 4
18 22 -15
18 23 7
18 26 9
18 28 -15
18 29 -11
18 32 2
18 36 -13
18 39 -1
18 43 -4
18 47 3
18 50 4
18 52 -3
18 53 -2
18 55 15
18 57 15
18 58 7
18 60 2
18 63 13
19 25 7
