16 108
1 2 -2
1 3 -14
1 4 14
1 5 2
1 6 -6
1 7 -3
1 8 -1
1 9 1
1 10 8
1 11 15
1 12 -8
1 13 11
1 14 13
1 15 -6
1 16 -7
2 3 -5
2 4 13
2 5 11
2 6 2
2 7 9
2 10 -7
2 11 8
2 12 11
2 13 -4
2 14 -11
2 15 6
2 16 9
3 4 6
3 6 4
3 7 -14
3 8 -14
3 9 -1
3 10 -11
3 11 -7
3 12 1
3 13 -3
3 14 -12
3 15 1
3 16 -9
4 7 -11
4 8 5
4 9 -1
4 12 12
4 13 15
4 14 -6
4 15 -5
4 16 4
5 6 -8
5 7 -2
5 8 -11
5 9 -13
5 11 -4
5 12 -12
5 13 -2
5 14 8
5 15 -4
6 7 -4
6 8 5
6 9 -12
6 10 -13
6 11 -11
6 12 -13
6 13 5
6 14 1
6 15 2
6 16 -6
7 8 9
7 9 14
7 10 8
7 11 6
7 12 -10
7 13 14
7 14 -9
7 15 -12
7 16 9
8 9 6
8 10 15
8 12 4
8 13 -1
8 14 -11
8 15 -10
8 16 -11
9 10 1
9 11 6
9 12 -2
9 13 15
9 14 -12
9 15 -6
9 16 -5
10 11 12
10 12 -4
10 13 -12
10 14 -4
10 16 7
11 12 2
11 14 -6
11 15 6
11 16 -10
12 13 11
12 14 14
12 15 7
12 16 7
13 14 -2
13 15 -5
13 16 -4
14 15 -11
14 16 8
15 16 -10
