16 108
1 2 10
1 3 -6
1 5 -13
1 7 -3
1 8 15
1 9 -8
1 10 12
1 11 13
1 12 5
1 13 -1
1 15 -15
1 16 6
2 3 14
2 4 -1
2 5 6
2 6 -12
2 7 -12
2 8 5
2 9 -3
2 10 -12
2 12 -8
2 13 13
2 14 -4
2 15 -12
3 4 10
3 5 -5
3 6 -7
3 7 -1
3 8 -3
3 9 -3
3 10 -1
3 11 -7
3 12 1
3 14 -10
3 15 -1
3 16 -4
4 5 -12
4 6 -13
4 7 3
4 8 -10
4 9 -12
4 10 14
4 11 -8
4 12 10
4 13 6
4 14 -12
4 15 2
4 16 10
5 6 -13
5 7 -7
5 8 10
5 9 -13
5 10 4
5 11 14
5 12 7
5 13 -4
5 14 -2
5 15 4
5 16 -8
6 7 -15
6 8 -14
6 9 -4
6 10 -10
6 11 -4
6 12 2
6 13 -8
6 14 13
6 15 -14
6 16 12
7 9 -6
7 11 -14
7 12 12
7 13 6
7 14 13
7 15 -7
7 16 15
8 9 -15
8 10 3
8 11 6
8 13 8
8 14 -7
8 15 14
8 16 6
9 10 -9
9 11 -6
9 12 13
9 13 2
9 14 6
9 15 -8
9 16 -1
10 11 11
10 13 -12
10 14 3
10 15 8
10 16 -12
11 12 -7
11 13 -3
11 14 -15
11 15 -8
11 16 8
12 13 -14
12 14 8
13 14 -9
13 15 8
13 16 -9
14 15 12
14 16 10
15 16 -14
